id_rumah_sakit,iso_code,nama_rumah_sakit,tipe_rumah_sakit,kelas_rumah_sakit,total_bed,icu_bed,isolation_bed,emergency_bed,ventilator_count,oxygen_capacity,ct_scan_available,pcr_lab_available,doctor_count,nurse_count,specialist_count,latitude,longitude,alamat,covid_referral,operational_status
140,ID-JT,RS Umum Jawa Tengah 17,Pemerintah,C,80,2,4,4,2,400,False,True,11,42,3,-1.824083,129.701743,"Jl. Kesehatan No. 65, Jawa Tengah",False,Aktif
141,ID-YO,RS Umum Yogyakarta 1,Swasta,C,143,5,11,12,5,1144,False,False,22,85,8,-7.242273,108.823044,"Jl. Kesehatan No. 76, Yogyakarta",True,Aktif
142,ID-YO,RS Bhayangkara Yogyakarta 2,Swasta,A,620,52,96,32,48,9300,True,False,145,651,42,-3.922481,101.86401,"Jl. Kesehatan No. 31, Yogyakarta",True,Aktif
143,ID-YO,RS Umum Yogyakarta 3,Swasta,C,88,4,5,6,3,968,False,False,25,78,6,-6.871405,104.35349,"Jl. Kesehatan No. 48, Yogyakarta",True,Aktif
144,ID-YO,RS Daerah Yogyakarta 4,Pemerintah,B,287,19,26,18,20,4018,False,True,30,158,13,-1.011077,125.886724,"Jl. Kesehatan No. 43, Yogyakarta",False,Aktif
145,ID-JI,RS Swasta Jawa Timur 1,Swasta,A,408,39,80,22,46,4896,False,False,115,402,47,-4.257255,106.009224,"Jl. Kesehatan No. 60, Jawa Timur",False,Aktif
146,ID-JI,RS Daerah Jawa Timur 2,Swasta,A,457,28,69,34,23,5484,True,True,115,330,30,-5.680326,97.102911,"Jl. Kesehatan No. 34, Jawa Timur",False,Aktif
147,ID-JI,RS Bhayangkara Jawa Timur 3,Swasta,A,451,25,59,31,28,5412,False,True,94,523,28,1.977131,117.476571,"Jl. Kesehatan No. 94, Jawa Timur",False,Aktif
148,ID-JI,RS Umum Jawa Timur 4,BUMN,B,193,7,22,11,8,2895,True,False,56,167,25,-9.736383,132.627812,"Jl. Kesehatan No. 18, Jawa Timur",True,Aktif
149,ID-JI,RS TNI Jawa Timur 5,Swasta,C,58,2,2,4,1,812,False,False,13,66,6,0.207834,95.723661,"Jl. Kesehatan No. 53, Jawa Timur",True,Renovasi
150,ID-JI,RS Daerah Jawa Timur 6,Swasta,B,154,8,15,15,6,2310,True,False,28,178,7,4.60683,119.121728,"Jl. Kesehatan No. 46, Jawa Timur",False,Aktif
151,ID-JI,RS Umum Jawa Timur 7,Swasta,B,251,8,36,18,7,2008,True,False,40,270,8,5.85847,124.895145,"Jl. Kesehatan No. 49, Jawa Timur",False,Aktif
152,ID-JI,RS Umum Jawa Timur 8,TNI/Polri,A,582,42,95,49,34,6402,True,True,133,425,65,5.555276,136.160396,"Jl. Kesehatan No. 89, Jawa Timur",False,Aktif
153,ID-JI,RS Daerah Jawa Timur 9,Pemerintah,C,84,1,4,8,1,1176,False,False,19,52,8,-10.733812,104.529273,"Jl. Kesehatan No. 51, Jawa Timur",True,Aktif
154,ID-JI,RS TNI Jawa Timur 10,Pemerintah,B,226,8,21,20,7,2938,False,True,37,232,8,5.804125,128.311524,"Jl. Kesehatan No. 13, Jawa Timur",False,Aktif
155,ID-JI,RS Daerah Jawa Timur 11,Swasta,B,209,15,21,18,17,2299,False,False,61,152,23,2.320318,115.725309,"Jl. Kesehatan No. 56, Jawa Timur",True,Tutup Sementara
156,ID-JI,RS Swasta Jawa Timur 12,Pemerintah,B,299,18,25,24,20,1794,False,True,34,181,14,-0.223685,129.024143,"Jl. Kesehatan No. 12, Jawa Timur",True,Aktif
157,ID-JI,RS TNI Jawa Timur 13,Pemerintah,D,50,0,2,3,1,350,False,True,9,44,3,-9.24402,99.122467,"Jl. Kesehatan No. 77, Jawa Timur",False,Aktif
158,ID-JI,RS Daerah Jawa Timur 14,BUMN,A,742,51,95,51,42,9646,False,False,208,879,77,-8.11709,112.513673,"Jl. Kesehatan No. 35, Jawa Timur",False,Aktif
159,ID-JI,RS Bhayangkara Jawa Timur 15,Swasta,C,68,1,4,4,1,408,False,True,11,78,4,-2.571359,123.366764,"Jl. Kesehatan No. 18, Jawa Timur",False,Aktif
160,ID-BT,RS TNI Banten 1,Swasta,C,100,2,8,9,1,1000,False,False,18,107,7,-0.89532,108.820023,"Jl. Kesehatan No. 26, Banten",False,Aktif
161,ID-BT,RS Bhayangkara Banten 2,Swasta,B,230,8,24,15,8,3450,False,True,45,207,12,-4.60706,132.558748,"Jl. Kesehatan No. 73, Banten",True,Aktif
162,ID-BT,RS Bhayangkara Banten 3,Swasta,B,289,11,38,14,11,2312,False,True,54,203,22,2.922415,131.600214,"Jl. Kesehatan No. 82, Banten",False,Tutup Sementara
163,ID-BA,RS TNI Bali 1,Pemerintah,B,214,13,27,19,10,2996,True,False,41,167,14,4.646667,126.818608,"Jl. Kesehatan No. 90, Bali",True,Tutup Sementara
164,ID-BA,RS Bhayangkara Bali 2,TNI/Polri,B,177,12,22,11,12,885,True,True,37,168,14,5.435789,110.253448,"Jl. Kesehatan No. 13, Bali",False,Aktif
165,ID-BA,RS Umum Bali 3,Pemerintah,B,206,11,23,16,11,2472,False,True,36,169,14,0.737434,101.934267,"Jl. Kesehatan No. 38, Bali",False,Aktif
166,ID-BA,RS Bhayangkara Bali 4,Pemerintah,C,60,1,5,3,1,720,False,False,15,51,4,-9.340408,128.211721,"Jl. Kesehatan No. 9, Bali",False,Aktif
167,ID-BA,RS Swasta Bali 5,BUMN,C,55,2,3,5,2,825,False,False,14,63,5,-2.228104,120.387873,"Jl. Kesehatan No. 55, Bali",False,Aktif
168,ID-BA,RS Daerah Bali 6,Swasta,B,209,14,25,12,14,2299,True,False,22,194,5,-0.932546,112.886446,"Jl. Kesehatan No. 97, Bali",True,Aktif
169,ID-BA,RS Bhayangkara Bali 7,Swasta,A,595,32,111,35,29,7140,False,True,73,576,25,5.420579,109.416589,"Jl. Kesehatan No. 45, Bali",False,Tutup Sementara
170,ID-BA,RS Swasta Bali 8,Swasta,C,108,4,9,9,3,1512,False,False,23,104,6,-6.944264,100.37965,"Jl. Kesehatan No. 19, Bali",False,Aktif
171,ID-BA,RS Daerah Bali 9,Swasta,B,257,15,30,18,14,3341,True,False,61,244,30,-1.566486,117.523533,"Jl. Kesehatan No. 58, Bali",True,Tutup Sementara
172,ID-BA,RS Bhayangkara Bali 10,TNI/Polri,A,743,50,75,42,56,9659,True,True,149,628,60,-3.934283,133.635023,"Jl. Kesehatan No. 73, Bali",True,Aktif
173,ID-BA,RS TNI Bali 11,Pemerintah,D,45,1,2,2,1,315,False,True,11,40,4,-2.579673,118.497075,"Jl. Kesehatan No. 35, Bali",False,Renovasi
174,ID-NB,RS Swasta Nusa Tenggara Barat 1,Pemerintah,C,146,3,12,11,3,876,False,False,36,139,9,3.871767,96.482598,"Jl. Kesehatan No. 12, Nusa Tenggara Barat",False,Aktif
175,ID-NB,RS Daerah Nusa Tenggara Barat 2,BUMN,C,65,2,4,5,2,650,False,True,17,60,5,-0.52543,131.103068,"Jl. Kesehatan No. 73, Nusa Tenggara Barat",False,Aktif
176,ID-NB,RS Daerah Nusa Tenggara Barat 3,Swasta,B,286,12,33,18,12,2574,False,True,61,333,21,4.30264,132.498322,"Jl. Kesehatan No. 36, Nusa Tenggara Barat",True,Aktif
177,ID-NB,RS Umum Nusa Tenggara Barat 4,Pemerintah,D,42,1,1,3,1,630,False,False,7,25,2,-0.327182,112.257927,"Jl. Kesehatan No. 99, Nusa Tenggara Barat",True,Aktif
178,ID-NB,RS Bhayangkara Nusa Tenggara Barat 5,BUMN,C,101,3,6,9,2,1212,False,False,16,50,6,1.456308,128.622869,"Jl. Kesehatan No. 86, Nusa Tenggara Barat",False,Aktif
179,ID-NB,RS Bhayangkara Nusa Tenggara Barat 6,Swasta,C,58,2,4,5,2,696,False,False,8,62,2,-1.175128,121.042537,"Jl. Kesehatan No. 88, Nusa Tenggara Barat",True,Aktif
180,ID-NB,RS Daerah Nusa Tenggara Barat 7,Pemerintah,C,55,1,4,4,1,385,False,False,10,27,4,-7.56059,126.675227,"Jl. Kesehatan No. 39, Nusa Tenggara Barat",True,Aktif
181,ID-NT,RS Umum Nusa Tenggara Timur 1,BUMN,B,173,10,16,11,11,1211,True,True,19,162,7,1.838947,114.744623,"Jl. Kesehatan No. 28, Nusa Tenggara Timur",False,Aktif
182,ID-NT,RS Bhayangkara Nusa Tenggara Timur 2,Swasta,B,169,6,16,14,4,1690,True,True,44,201,14,-8.753022,98.258102,"Jl. Kesehatan No. 14, Nusa Tenggara Timur",False,Aktif
183,ID-NT,RS Daerah Nusa Tenggara Timur 3,Pemerintah,C,97,4,5,8,4,679,False,False,22,94,4,-1.424049,123.074685,"Jl. Kesehatan No. 45, Nusa Tenggara Timur",True,Aktif
184,ID-NT,RS Daerah Nusa Tenggara Timur 4,Swasta,B,188,14,23,13,12,1128,True,False,24,110,10,-5.023894,114.751882,"Jl. Kesehatan No. 83, Nusa Tenggara Timur",True,Aktif
185,ID-NT,RS Bhayangkara Nusa Tenggara Timur 5,Swasta,B,213,12,25,17,13,1065,False,True,57,204,16,-2.198265,118.438038,"Jl. Kesehatan No. 31, Nusa Tenggara Timur",False,Aktif
186,ID-KB,RS Swasta Kalimantan Barat 1,Swasta,A,357,22,58,19,25,1785,True,False,106,411,25,3.633838,121.145498,"Jl. Kesehatan No. 99, Kalimantan Barat",True,Aktif
187,ID-KB,RS Umum Kalimantan Barat 2,Swasta,B,154,9,12,9,10,1694,True,False,31,144,10,-3.937656,127.283289,"Jl. Kesehatan No. 11, Kalimantan Barat",False,Aktif
188,ID-KB,RS Bhayangkara Kalimantan Barat 3,Pemerintah,B,170,9,16,15,9,1870,True,True,36,175,14,-0.066372,109.267797,"Jl. Kesehatan No. 32, Kalimantan Barat",True,Aktif
189,ID-KB,RS Swasta Kalimantan Barat 4,Pemerintah,C,105,2,8,5,2,1575,False,False,26,61,10,0.925493,102.536301,"Jl. Kesehatan No. 67, Kalimantan Barat",False,Aktif
190,ID-KB,RS TNI Kalimantan Barat 5,Swasta,C,71,2,6,6,2,426,False,False,18,36,7,-6.37633,97.938111,"Jl. Kesehatan No. 10, Kalimantan Barat",False,Aktif
191,ID-KB,RS TNI Kalimantan Barat 6,Swasta,C,108,3,5,10,2,756,False,True,16,61,5,1.287232,105.506603,"Jl. Kesehatan No. 6, Kalimantan Barat",True,Aktif
192,ID-KT,RS Bhayangkara Kalimantan Tengah 1,Swasta,C,55,1,3,3,1,275,False,False,11,62,4,-3.870722,109.802893,"Jl. Kesehatan No. 41, Kalimantan Tengah",False,Tutup Sementara
193,ID-KT,RS Swasta Kalimantan Tengah 2,Pemerintah,D,46,0,2,3,1,322,False,False,6,39,2,-4.184278,135.341597,"Jl. Kesehatan No. 42, Kalimantan Tengah",True,Aktif
194,ID-KT,RS TNI Kalimantan Tengah 3,Pemerintah,C,120,4,8,7,4,1680,False,True,17,90,8,5.962381,130.690754,"Jl. Kesehatan No. 20, Kalimantan Tengah",True,Renovasi
195,ID-KT,RS Umum Kalimantan Tengah 4,Swasta,B,254,7,29,20,7,1270,True,True,73,127,28,3.433102,128.451892,"Jl. Kesehatan No. 54, Kalimantan Tengah",False,Aktif
196,ID-KS,RS TNI Kalimantan Selatan 1,Pemerintah,A,797,79,136,43,92,10361,True,False,145,898,48,1.71429,121.715449,"Jl. Kesehatan No. 10, Kalimantan Selatan",True,Aktif
197,ID-KS,RS Daerah Kalimantan Selatan 2,Pemerintah,B,261,16,23,16,18,2871,True,True,62,264,18,-6.37675,98.435622,"Jl. Kesehatan No. 20, Kalimantan Selatan",True,Aktif
198,ID-KS,RS Swasta Kalimantan Selatan 3,Swasta,A,384,27,50,21,25,3072,True,True,73,316,33,-9.462845,132.149458,"Jl. Kesehatan No. 42, Kalimantan Selatan",True,Aktif
199,ID-KI,RS Bhayangkara Kalimantan Timur 1,TNI/Polri,B,213,16,22,11,14,1491,True,True,22,166,7,1.717334,106.493221,"Jl. Kesehatan No. 16, Kalimantan Timur",True,Aktif
200,ID-KI,RS Umum Kalimantan Timur 2,Pemerintah,B,165,11,24,9,12,1650,True,True,39,190,8,-1.035981,137.201715,"Jl. Kesehatan No. 26, Kalimantan Timur",False,Aktif
201,ID-KI,RS Bhayangkara Kalimantan Timur 3,Pemerintah,B,182,6,25,16,5,2184,False,True,20,208,6,1.315324,117.821814,"Jl. Kesehatan No. 46, Kalimantan Timur",True,Aktif
202,ID-KU,RS Bhayangkara Kalimantan Utara 1,Pemerintah,B,220,9,31,11,9,1760,True,False,50,186,23,-2.856474,99.035191,"Jl. Kesehatan No. 26, Kalimantan Utara",True,Aktif
203,ID-KU,RS Umum Kalimantan Utara 2,Pemerintah,B,289,20,43,25,18,3757,False,True,74,214,27,-5.532725,107.440041,"Jl. Kesehatan No. 4, Kalimantan Utara",False,Aktif
204,ID-KU,RS Umum Kalimantan Utara 3,Swasta,A,329,29,48,22,29,2632,True,False,96,187,38,-6.469041,132.549117,"Jl. Kesehatan No. 46, Kalimantan Utara",True,Aktif
205,ID-KU,RS Daerah Kalimantan Utara 4,Swasta,A,390,24,51,33,22,5460,False,False,41,386,19,-1.41869,120.903009,"Jl. Kesehatan No. 23, Kalimantan Utara",False,Aktif
206,ID-SA,RS Swasta Sulawesi Utara 1,TNI/Polri,A,346,18,55,17,17,3460,True,True,98,221,23,1.18794,137.263916,"Jl. Kesehatan No. 19, Sulawesi Utara",True,Aktif
207,ID-SA,RS Bhayangkara Sulawesi Utara 2,Swasta,C,149,3,11,10,2,2235,False,False,26,85,7,-8.680322,102.245179,"Jl. Kesehatan No. 63, Sulawesi Utara",False,Aktif
208,ID-SA,RS Daerah Sulawesi Utara 3,Pemerintah,B,194,12,23,18,12,1940,True,True,28,176,7,-5.784005,126.670928,"Jl. Kesehatan No. 90, Sulawesi Utara",False,Aktif
209,ID-ST,RS Swasta Sulawesi Tengah 1,Swasta,B,158,6,16,14,6,2370,True,True,33,182,7,1.670837,105.947813,"Jl. Kesehatan No. 91, Sulawesi Tengah",False,Aktif
210,ID-ST,RS Bhayangkara Sulawesi Tengah 2,Swasta,A,528,26,63,44,24,3168,False,False,128,281,42,-3.865895,102.651568,"Jl. Kesehatan No. 45, Sulawesi Tengah",False,Aktif
211,ID-ST,RS Umum Sulawesi Tengah 3,Swasta,C,62,2,5,4,2,496,False,True,8,34,3,-5.986554,109.660978,"Jl. Kesehatan No. 44, Sulawesi Tengah",True,Aktif
212,ID-ST,RS Daerah Sulawesi Tengah 4,Swasta,A,754,51,130,58,59,4524,False,True,126,897,58,0.976579,114.840873,"Jl. Kesehatan No. 7, Sulawesi Tengah",True,Aktif
213,ID-ST,RS Bhayangkara Sulawesi Tengah 5,Swasta,B,234,9,21,19,9,3042,True,True,35,163,9,-10.156197,121.301411,"Jl. Kesehatan No. 47, Sulawesi Tengah",True,Aktif
214,ID-ST,RS Swasta Sulawesi Tengah 6,Pemerintah,A,518,28,94,42,27,3108,False,False,54,320,15,-9.607086,133.813377,"Jl. Kesehatan No. 63, Sulawesi Tengah",False,Aktif
215,ID-ST,RS Umum Sulawesi Tengah 7,Pemerintah,B,173,10,18,11,9,1211,True,True,32,118,10,-7.153881,107.353852,"Jl. Kesehatan No. 11, Sulawesi Tengah",False,Aktif
216,ID-SN,RS Bhayangkara Sulawesi Selatan 1,TNI/Polri,B,300,12,25,20,12,3900,True,True,71,346,26,-6.994086,108.747197,"Jl. Kesehatan No. 16, Sulawesi Selatan",False,Aktif
217,ID-SN,RS TNI Sulawesi Selatan 2,Swasta,B,194,15,17,11,13,970,False,False,35,231,11,5.953577,123.852406,"Jl. Kesehatan No. 94, Sulawesi Selatan",True,Aktif
218,ID-SN,RS Umum Sulawesi Selatan 3,Swasta,B,172,8,18,11,7,2064,False,True,48,87,19,-1.011207,130.95754,"Jl. Kesehatan No. 19, Sulawesi Selatan",True,Aktif
219,ID-SN,RS Daerah Sulawesi Selatan 4,Swasta,A,773,42,137,69,48,7730,False,False,213,529,84,-1.275605,116.760144,"Jl. Kesehatan No. 19, Sulawesi Selatan",False,Aktif
220,ID-SN,RS Swasta Sulawesi Selatan 5,Pemerintah,C,54,1,5,4,1,648,False,False,15,60,3,2.895561,108.940528,"Jl. Kesehatan No. 90, Sulawesi Selatan",True,Aktif
221,ID-SN,RS Bhayangkara Sulawesi Selatan 6,Pemerintah,D,47,0,2,4,1,470,False,False,7,37,2,-7.805093,104.723963,"Jl. Kesehatan No. 63, Sulawesi Selatan",False,Aktif
222,ID-SN,RS Daerah Sulawesi Selatan 7,Pemerintah,B,164,9,14,10,9,1148,True,True,42,142,15,-8.046465,135.258306,"Jl. Kesehatan No. 5, Sulawesi Selatan",False,Aktif
223,ID-SN,RS Bhayangkara Sulawesi Selatan 8,Pemerintah,B,162,12,20,10,13,2106,True,False,29,185,11,-6.887052,117.48419,"Jl. Kesehatan No. 76, Sulawesi Selatan",False,Aktif
224,ID-SN,RS Daerah Sulawesi Selatan 9,Pemerintah,B,238,9,33,20,9,2142,True,True,25,127,11,2.257112,104.858655,"Jl. Kesehatan No. 35, Sulawesi Selatan",False,Aktif
225,ID-SN,RS Swasta Sulawesi Selatan 10,Pemerintah,C,115,2,10,10,1,805,False,False,26,105,5,-6.709362,132.033936,"Jl. Kesehatan No. 91, Sulawesi Selatan",False,Aktif
226,ID-SN,RS Swasta Sulawesi Selatan 11,BUMN,A,516,48,95,37,42,4644,False,False,121,555,38,-9.260694,118.529631,"Jl. Kesehatan No. 88, Sulawesi Selatan",True,Aktif
227,ID-SN,RS Daerah Sulawesi Selatan 12,BUMN,C,111,2,11,9,2,999,False,True,25,129,9,-7.797879,118.795505,"Jl. Kesehatan No. 77, Sulawesi Selatan",False,Aktif
228,ID-SN,RS Daerah Sulawesi Selatan 13,Pemerintah,B,231,14,30,19,16,2079,False,True,64,180,26,-1.088597,140.758672,"Jl. Kesehatan No. 88, Sulawesi Selatan",False,Aktif
229,ID-SN,RS Daerah Sulawesi Selatan 14,TNI/Polri,B,241,13,33,22,14,1687,False,True,38,199,16,1.328173,120.715456,"Jl. Kesehatan No. 29, Sulawesi Selatan",False,Aktif
230,ID-SG,RS TNI Sulawesi Tenggara 1,Pemerintah,C,145,6,10,13,5,2030,False,True,23,158,7,3.728687,121.844433,"Jl. Kesehatan No. 61, Sulawesi Tenggara",True,Aktif
231,ID-SG,RS Bhayangkara Sulawesi Tenggara 2,Pemerintah,C,114,2,9,8,1,798,False,True,14,72,4,-1.320139,136.704563,"Jl. Kesehatan No. 41, Sulawesi Tenggara",True,Aktif
232,ID-SG,RS Umum Sulawesi Tenggara 3,Pemerintah,B,170,9,21,10,9,850,True,False,32,109,13,-1.203258,102.288015,"Jl. Kesehatan No. 82, Sulawesi Tenggara",False,Aktif
233,ID-SG,RS Umum Sulawesi Tenggara 4,Pemerintah,C,101,3,7,5,3,1010,False,False,29,113,12,-1.972426,95.824142,"Jl. Kesehatan No. 94, Sulawesi Tenggara",True,Aktif
234,ID-GO,RS Swasta Gorontalo 1,Swasta,B,238,10,20,17,9,1428,False,True,63,168,18,1.373142,122.433016,"Jl. Kesehatan No. 44, Gorontalo",False,Aktif
235,ID-GO,RS Daerah Gorontalo 2,Pemerintah,B,241,16,22,22,17,1205,True,False,35,243,8,1.479303,122.12587,"Jl. Kesehatan No. 92, Gorontalo",True,Aktif
236,ID-GO,RS Bhayangkara Gorontalo 3,BUMN,B,246,18,24,18,14,1230,True,False,57,235,11,0.725746,114.171676,"Jl. Kesehatan No. 61, Gorontalo",True,Aktif
237,ID-GO,RS TNI Gorontalo 4,Pemerintah,C,76,3,6,4,3,1140,False,False,15,71,6,-3.879962,136.336609,"Jl. Kesehatan No. 80, Gorontalo",True,Aktif
238,ID-SR,RS Daerah Sulawesi Barat 1,Swasta,B,179,12,20,14,13,2327,False,False,52,134,16,-8.273649,120.214383,"Jl. Kesehatan No. 31, Sulawesi Barat",True,Aktif
239,ID-SR,RS Daerah Sulawesi Barat 2,Pemerintah,D,20,0,1,1,1,140,False,False,5,20,2,1.300796,136.619852,"Jl. Kesehatan No. 38, Sulawesi Barat",False,Aktif
240,ID-SR,RS Umum Sulawesi Barat 3,BUMN,A,537,28,97,50,31,5370,True,True,139,386,58,-9.385026,129.877384,"Jl. Kesehatan No. 85, Sulawesi Barat",True,Aktif
241,ID-SR,RS Bhayangkara Sulawesi Barat 4,TNI/Polri,A,468,31,67,37,35,2808,False,False,81,346,18,-4.195746,116.00078,"Jl. Kesehatan No. 84, Sulawesi Barat",True,Aktif
242,ID-SR,RS Bhayangkara Sulawesi Barat 5,Swasta,B,178,6,23,17,6,1068,False,True,32,162,14,0.532683,103.337986,"Jl. Kesehatan No. 88, Sulawesi Barat",True,Aktif
243,ID-MA,RS Daerah Maluku 1,Pemerintah,C,112,2,7,5,1,1120,False,False,11,124,3,1.641605,128.293583,"Jl. Kesehatan No. 44, Maluku",True,Aktif
244,ID-MA,RS Daerah Maluku 2,Pemerintah,B,260,16,25,17,17,2860,False,False,33,280,15,-0.580462,95.535664,"Jl. Kesehatan No. 22, Maluku",True,Aktif
245,ID-MA,RS Bhayangkara Maluku 3,Swasta,B,275,12,28,17,12,3575,True,False,62,215,16,-3.195392,131.858019,"Jl. Kesehatan No. 58, Maluku",False,Aktif
246,ID-MA,RS Swasta Maluku 4,TNI/Polri,B,180,14,23,9,13,900,True,False,38,90,8,-0.728544,123.477043,"Jl. Kesehatan No. 44, Maluku",False,Aktif
247,ID-MA,RS Daerah Maluku 5,Swasta,B,163,11,22,10,12,2282,True,False,31,156,12,-9.061603,129.928718,"Jl. Kesehatan No. 46, Maluku",False,Aktif
248,ID-MA,RS Umum Maluku 6,Pemerintah,C,120,4,10,6,3,840,False,False,31,122,10,-6.677082,104.012387,"Jl. Kesehatan No. 28, Maluku",False,Aktif
249,ID-MU,RS Daerah Maluku Utara 1,Pemerintah,D,42,0,2,2,1,630,False,False,9,43,3,0.193764,138.984755,"Jl. Kesehatan No. 1, Maluku Utara",True,Aktif
250,ID-MU,RS TNI Maluku Utara 2,Swasta,C,120,5,11,8,5,840,False,False,28,74,12,-9.239583,125.246003,"Jl. Kesehatan No. 65, Maluku Utara",False,Aktif
251,ID-MU,RS TNI Maluku Utara 3,Pemerintah,D,33,0,2,2,1,330,False,False,9,26,2,-3.983327,127.200657,"Jl. Kesehatan No. 90, Maluku Utara",False,Aktif
252,ID-MU,RS TNI Maluku Utara 4,Pemerintah,B,291,17,27,23,15,2910,False,True,82,172,33,5.578051,103.179384,"Jl. Kesehatan No. 98, Maluku Utara",False,Aktif
253,ID-PA,RS Daerah Papua 1,Swasta,B,272,16,39,23,17,3536,True,True,42,297,18,-2.11359,96.162518,"Jl. Kesehatan No. 26, Papua",False,Aktif
254,ID-PA,RS Umum Papua 2,Swasta,A,684,61,135,57,52,3420,True,False,162,483,69,-10.450791,132.445206,"Jl. Kesehatan No. 31, Papua",False,Aktif
255,ID-PA,RS Bhayangkara Papua 3,Pemerintah,C,138,5,13,9,5,2070,False,True,22,122,4,-6.727201,123.545838,"Jl. Kesehatan No. 82, Papua",False,Aktif
256,ID-PA,RS TNI Papua 4,Swasta,C,146,5,12,8,5,1168,False,True,23,91,9,-7.821398,102.994576,"Jl. Kesehatan No. 49, Papua",True,Aktif
257,ID-PA,RS Umum Papua 5,Pemerintah,D,33,0,1,1,1,165,False,False,5,32,2,-8.387042,109.840981,"Jl. Kesehatan No. 79, Papua",False,Aktif
258,ID-PA,RS TNI Papua 6,Swasta,A,551,49,85,29,53,7163,False,True,79,346,17,-2.412614,114.132837,"Jl. Kesehatan No. 45, Papua",True,Aktif
259,ID-PA,RS Swasta Papua 7,Swasta,A,752,45,100,51,39,10528,False,True,154,900,68,5.679264,95.40497,"Jl. Kesehatan No. 83, Papua",True,Aktif
260,ID-PB,RS TNI Papua Barat 1,Swasta,C,137,6,9,12,5,1233,False,False,28,95,13,2.975854,112.24807,"Jl. Kesehatan No. 63, Papua Barat",True,Aktif
261,ID-PB,RS Daerah Papua Barat 2,Swasta,B,225,16,21,17,18,1575,False,True,66,234,23,-0.342138,104.695948,"Jl. Kesehatan No. 27, Papua Barat",False,Aktif
262,ID-PB,RS Swasta Papua Barat 3,Pemerintah,B,168,11,15,12,10,1008,False,False,19,104,5,-9.802484,132.794489,"Jl. Kesehatan No. 58, Papua Barat",False,Tutup Sementara
