id_ekonomi,iso_code,tahun,bulan,pdrb_milyar,pertumbuhan_ekonomi,inflasi_rate,tingkat_pengangguran,tingkat_partisipasi_kerja,upah_minimum_regional,sektor_pertanian,sektor_industri,sektor_perdagangan,sektor_jasa,sektor_pariwisata,penurunan_omzet_umkm,penutupan_usaha,bantuan_sosial_milyar,recovery_index,business_confidence
181,ID-JK,2020,6,2345.64,-6.0,2.32,10.02,69.14,4462785,5.07,32.63,20.19,20.66,7.81,51.2,224,365.92,33.82,24.97
182,ID-JB,2020,6,1766.13,-5.23,1.33,11.24,64.33,1716789,10.4,37.51,28.84,16.97,5.45,32.7,917,308.0,20.81,28.07
183,ID-JT,2020,6,1084.09,-4.36,1.89,9.52,66.12,1736234,25.7,12.35,23.12,15.5,7.32,52.02,325,112.47,22.99,28.28
184,ID-YO,2020,6,219.0,-5.83,2.96,11.29,67.29,1552491,22.85,15.26,23.23,15.07,8.43,41.27,414,461.77,41.12,46.91
185,ID-JI,2020,6,1554.02,-4.71,1.62,7.88,71.84,1905553,8.62,36.53,23.44,24.3,3.36,61.7,934,63.59,46.93,49.73
186,ID-BT,2020,6,190.05,-7.1,1.71,6.79,71.58,1452864,35.07,12.05,16.86,17.72,7.35,59.79,772,53.71,26.89,29.59
187,ID-BA,2020,6,278.28,-4.09,1.83,10.35,71.93,2544526,39.91,21.06,15.3,16.35,6.39,46.94,879,101.59,42.64,43.13
188,ID-NB,2020,6,180.97,-6.74,2.4,11.46,70.37,1496090,32.86,15.06,23.94,12.42,8.93,56.58,595,261.74,47.73,52.35
189,ID-NT,2020,6,197.69,-7.46,2.97,11.13,67.07,1553760,30.3,19.97,15.19,17.23,12.04,38.94,716,90.4,48.98,44.87
190,ID-KB,2020,6,209.52,-2.89,0.63,11.72,68.03,1515394,21.78,24.84,20.23,15.73,10.39,66.38,406,193.6,41.05,45.33
191,ID-KT,2020,6,205.52,-3.38,0.52,6.14,73.94,1562526,23.47,13.01,23.46,17.73,10.61,41.46,180,80.91,46.43,38.95
192,ID-KS,2020,6,181.98,-4.28,1.99,10.07,61.07,1458595,33.93,23.62,19.27,12.58,5.21,39.76,829,197.32,22.26,22.82
193,ID-KI,2020,6,185.91,-4.12,0.68,6.18,60.58,1437496,26.97,15.29,15.11,17.58,12.54,41.46,597,441.73,46.42,54.34
194,ID-KU,2020,6,215.88,-8.29,2.54,8.9,69.02,1561354,35.92,21.55,21.12,12.44,10.26,38.12,595,161.8,24.39,14.89
195,ID-SA,2020,6,197.79,-6.71,2.81,10.13,70.54,1494311,27.72,16.09,24.1,12.43,13.81,58.68,918,275.33,30.19,39.21
196,ID-ST,2020,6,217.61,-4.22,1.42,9.61,73.92,1457059,25.28,20.19,19.92,11.86,7.54,59.14,699,75.81,44.98,52.22
197,ID-SN,2020,6,464.26,-2.7,1.96,6.94,63.32,1562318,25.09,18.42,15.06,11.12,5.18,44.82,415,201.78,45.98,54.18
198,ID-SG,2020,6,180.44,-4.14,2.09,8.94,73.14,1507688,39.77,14.75,22.55,14.04,10.37,30.94,603,137.59,30.15,33.92
199,ID-GO,2020,6,213.28,-3.49,0.76,9.08,66.12,1477743,36.93,12.58,18.03,11.34,7.02,40.46,522,356.4,43.7,34.62
200,ID-SR,2020,6,197.84,-8.21,1.72,8.58,65.92,1493271,30.44,20.36,17.99,17.66,11.93,48.54,977,248.83,42.22,47.16
201,ID-MA,2020,6,208.24,-6.47,1.52,7.49,68.24,1570235,22.39,24.47,15.05,12.61,8.53,54.88,608,398.16,34.46,38.89
202,ID-MU,2020,6,190.1,-2.68,1.37,10.84,65.94,1566502,32.85,12.5,23.3,17.49,11.04,56.65,227,89.08,39.81,38.38
203,ID-PA,2020,6,212.08,-2.82,2.65,8.73,68.33,1519533,28.11,13.88,20.49,17.72,7.66,49.25,723,148.44,25.97,20.71
204,ID-PB,2020,6,209.21,-6.66,2.87,9.36,74.41,1568000,33.51,15.78,23.46,18.69,7.64,33.59,424,384.54,21.02,24.81
205,ID-AC,2020,7,200.96,-3.67,0.7,10.91,62.65,1551388,21.34,21.49,15.24,14.94,9.86,65.0,657,193.68,40.3,39.4
206,ID-SU,2020,7,763.14,-2.53,1.66,6.73,65.01,2006289,25.66,24.35,22.61,17.68,10.07,42.14,103,283.71,22.25,13.49
207,ID-SB,2020,7,183.64,-3.38,2.17,8.87,70.85,1497277,27.56,21.82,21.14,13.89,14.98,41.59,306,159.56,25.98,20.52
208,ID-RI,2020,7,636.61,-6.62,2.57,8.63,60.38,1453966,20.8,16.65,16.91,13.67,7.36,46.38,181,171.54,29.26,22.56
209,ID-JA,2020,7,194.77,-2.62,1.92,9.31,62.63,1538039,21.14,19.14,21.84,13.31,14.02,32.87,100,479.45,35.92,45.66
210,ID-SS,2020,7,192.49,-5.36,1.75,10.31,60.16,1496195,33.67,16.89,23.2,10.99,6.33,59.76,119,492.92,33.77,27.6
211,ID-BE,2020,7,219.77,-8.16,0.99,8.51,60.53,1426333,24.0,11.55,16.94,17.52,11.74,35.52,905,252.02,36.7,27.6
212,ID-LA,2020,7,196.34,-4.56,1.83,7.16,68.37,1523993,25.77,19.02,18.85,18.69,8.12,34.24,713,167.7,33.16,30.94
213,ID-BB,2020,7,194.39,-7.67,1.12,9.98,60.95,1506353,31.43,17.21,22.04,18.88,8.44,51.15,337,135.33,31.26,35.24
214,ID-KR,2020,7,193.87,-7.39,2.41,8.41,61.49,1522551,38.46,16.94,18.8,17.67,11.45,46.5,580,375.19,37.07,44.8
215,ID-JK,2020,7,2351.16,-4.9,2.32,9.68,65.75,4509287,5.33,44.14,23.22,21.88,6.29,46.32,457,114.37,48.12,55.2
216,ID-JB,2020,7,1867.73,-6.43,1.81,9.31,72.27,1844789,14.99,43.82,25.21,16.25,4.65,34.65,195,277.55,44.0,36.78
217,ID-JT,2020,7,1170.04,-3.92,2.35,6.94,72.17,1623584,30.69,14.83,23.39,13.23,9.77,52.11,121,363.05,26.7,19.38
218,ID-YO,2020,7,209.05,-2.97,2.88,9.99,68.08,1491283,39.42,10.24,22.1,14.56,8.98,44.65,104,468.5,22.42,25.82
219,ID-JI,2020,7,1637.19,-2.88,2.93,6.56,74.28,1907354,14.46,39.14,23.26,19.37,3.3,45.05,686,324.25,41.74,36.64
220,ID-BT,2020,7,197.25,-3.2,1.1,10.18,70.3,1533210,39.26,11.23,20.63,17.32,7.14,32.79,888,126.56,45.34,38.18
221,ID-BA,2020,7,280.67,-5.43,2.89,8.93,70.03,2531622,32.37,22.77,24.98,15.69,11.6,39.7,385,458.22,20.47,24.71
222,ID-NB,2020,7,189.78,-5.18,1.96,7.5,62.09,1542136,37.47,12.09,16.52,17.27,14.9,59.7,485,418.76,37.73,45.1
223,ID-NT,2020,7,185.26,-5.54,1.01,9.01,69.42,1437619,22.96,23.16,15.27,11.85,7.23,48.9,747,398.74,42.59,47.18
224,ID-KB,2020,7,204.97,-4.58,2.72,10.11,61.07,1434953,33.39,20.36,17.49,11.13,7.34,38.7,660,90.92,37.73,34.6
225,ID-KT,2020,7,206.71,-3.41,2.82,8.11,61.22,1542344,37.57,12.37,22.73,16.81,10.61,47.58,456,59.47,43.74,51.55
226,ID-KS,2020,7,183.03,-5.97,2.67,10.56,66.76,1564017,34.86,10.24,15.16,12.38,7.4,67.16,419,181.22,26.82,17.02
227,ID-KI,2020,7,207.04,-8.04,1.95,8.01,63.37,1570955,23.78,12.0,21.64,13.61,13.24,30.52,278,499.84,22.12,18.28
228,ID-KU,2020,7,204.5,-3.01,1.25,9.6,72.12,1462030,37.03,10.78,15.57,14.66,14.13,61.25,706,80.58,46.31,40.37
229,ID-SA,2020,7,209.5,-5.79,2.5,8.3,65.93,1446710,33.45,17.39,18.11,11.39,9.13,37.19,411,432.07,49.45,50.23
230,ID-ST,2020,7,197.59,-3.19,2.44,8.03,74.82,1454768,28.35,18.24,21.9,17.08,14.86,38.33,846,184.8,49.9,41.95
231,ID-SN,2020,7,451.62,-2.07,2.03,11.3,61.63,1563200,32.1,12.02,23.77,17.83,12.21,53.06,890,316.57,31.15,40.53
232,ID-SG,2020,7,207.19,-5.35,1.32,8.44,60.34,1493463,38.25,22.18,16.72,14.5,14.61,44.1,280,329.58,48.24,53.38
233,ID-GO,2020,7,217.25,-4.03,2.13,11.57,71.98,1484588,20.18,10.25,17.69,14.35,11.33,30.81,850,199.53,20.07,10.52
234,ID-SR,2020,7,208.74,-2.92,0.62,10.82,68.36,1495401,27.91,23.08,16.43,11.02,14.03,44.04,233,431.54,30.84,25.73
235,ID-MA,2020,7,209.22,-2.68,2.59,6.47,72.64,1534673,24.7,17.44,16.85,17.95,14.93,35.97,433,293.37,22.88,30.03
236,ID-MU,2020,7,204.58,-2.99,2.39,8.57,64.89,1511150,25.93,20.22,18.74,12.11,12.44,61.46,130,407.01,25.54,26.75
237,ID-PA,2020,7,203.57,-5.16,1.84,9.43,68.37,1568589,26.06,20.41,24.13,11.26,12.65,57.67,464,110.1,36.52,44.05
238,ID-PB,2020,7,207.16,-4.93,2.65,6.58,62.89,1524324,34.31,19.94,16.52,11.49,5.12,35.07,688,389.33,45.44,47.92
239,ID-AC,2020,8,206.81,-6.11,1.87,9.25,68.15,1557776,24.73,15.66,21.57,15.87,14.55,65.24,616,386.85,39.51,44.59
240,ID-SU,2020,8,639.43,-8.34,0.88,6.73,73.89,2006776,34.45,18.02,20.2,17.18,5.86,55.82,501,240.07,32.08,32.24
241,ID-SB,2020,8,215.51,-7.07,1.09,11.53,63.41,1572107,38.49,24.6,18.05,13.12,5.68,48.42,847,391.21,29.51,31.39
242,ID-RI,2020,8,629.36,-5.16,2.2,10.94,66.62,1426568,32.32,13.84,22.01,16.5,5.71,67.29,495,499.05,27.73,34.83
243,ID-JA,2020,8,205.67,-3.05,1.85,10.51,61.11,1549260,23.02,22.57,20.27,17.0,13.03,62.32,408,421.62,23.12,20.31
244,ID-SS,2020,8,180.45,-3.87,1.72,8.59,67.0,1482109,33.65,15.28,19.21,19.43,14.96,65.44,158,338.36,32.74,23.41
245,ID-BE,2020,8,193.46,-2.2,2.36,10.28,74.34,1477058,34.46,12.01,23.77,19.93,12.81,35.61,367,406.98,46.81,49.23
246,ID-LA,2020,8,213.79,-6.67,1.58,10.58,72.17,1514596,23.25,14.05,22.47,17.95,8.16,54.04,607,185.02,36.54,38.98
247,ID-BB,2020,8,218.98,-4.07,1.75,9.49,71.58,1458538,27.34,18.28,22.79,12.07,10.33,50.08,214,228.79,27.58,32.49
248,ID-KR,2020,8,197.3,-2.63,2.03,10.51,71.26,1519242,23.63,19.7,19.56,15.19,9.72,43.19,778,306.75,30.69,33.34
249,ID-JK,2020,8,2411.87,-7.3,0.97,8.99,66.33,4343023,7.17,36.51,20.12,16.48,4.43,58.29,382,470.77,33.95,42.96
250,ID-JB,2020,8,1668.66,-3.56,2.17,8.34,68.81,1806166,14.11,34.69,21.05,17.85,5.96,39.98,307,372.91,31.92,39.69
251,ID-JT,2020,8,1215.86,-6.02,2.99,11.9,64.68,1661184,22.27,24.3,22.4,15.74,9.58,56.33,177,308.92,47.81,43.28
252,ID-YO,2020,8,219.86,-4.03,0.7,6.23,69.2,1553630,29.07,14.63,24.18,12.81,13.29,35.7,489,163.42,20.87,27.86
253,ID-JI,2020,8,1555.85,-5.56,1.05,7.05,74.91,1882081,12.0,32.86,26.57,18.26,5.27,34.77,541,175.56,44.45,52.1
254,ID-BT,2020,8,206.3,-7.49,1.51,6.46,74.72,1463652,31.3,19.59,21.1,13.45,6.63,47.88,707,407.85,35.52,25.73
255,ID-BA,2020,8,285.84,-6.13,0.64,11.16,73.9,2585528,31.17,17.27,17.37,17.19,11.25,62.43,527,343.78,20.75,17.65
256,ID-NB,2020,8,189.85,-4.71,2.64,6.29,68.68,1486221,35.05,23.05,19.43,19.26,6.59,61.72,662,129.32,42.7,48.26
257,ID-NT,2020,8,180.79,-6.4,2.38,8.73,62.59,1568291,26.0,16.6,22.7,12.52,14.32,69.3,839,389.48,22.2,29.79
258,ID-KB,2020,8,214.56,-3.39,0.53,7.3,72.6,1438749,39.98,17.28,16.13,14.55,9.64,57.16,938,413.7,25.05,24.68
259,ID-KT,2020,8,205.65,-4.84,1.7,10.09,67.06,1465499,29.22,17.52,15.81,10.25,8.82,63.31,841,199.19,20.24,24.66
260,ID-KS,2020,8,194.79,-5.36,2.71,8.65,65.61,1559601,25.27,21.88,23.61,14.66,6.91,40.82,594,340.3,38.75,33.08
261,ID-KI,2020,8,191.85,-5.02,1.86,10.04,63.53,1445783,39.87,10.98,24.09,10.87,14.92,31.42,291,114.36,44.89,45.8
262,ID-KU,2020,8,182.24,-5.2,1.92,8.88,65.38,1520692,32.32,23.2,17.11,14.43,10.43,44.29,664,432.52,30.24,31.86
263,ID-SA,2020,8,196.41,-3.7,1.81,7.26,70.14,1558774,35.01,20.35,16.05,17.05,5.99,46.3,831,274.86,41.33,44.76
264,ID-ST,2020,8,206.66,-4.81,2.98,11.33,65.34,1481893,30.37,20.07,23.79,11.66,10.1,37.24,109,497.3,47.96,55.65
265,ID-SN,2020,8,497.21,-4.61,1.09,9.19,64.68,1452045,35.7,14.7,15.6,18.31,5.39,35.6,542,292.62,40.16,44.57
266,ID-SG,2020,8,196.91,-6.98,2.17,6.85,60.29,1557955,26.89,14.49,15.71,10.73,12.31,63.86,982,90.93,25.27,18.91
267,ID-GO,2020,8,205.4,-1.66,0.97,9.98,63.9,1443101,32.81,18.65,17.56,15.74,6.49,46.61,848,353.05,40.38,32.74
268,ID-SR,2020,8,217.63,-6.01,2.6,6.04,69.74,1438822,32.62,19.69,16.02,17.02,11.44,30.52,520,81.43,29.31,31.54
269,ID-MA,2020,8,184.49,-7.19,2.74,10.46,64.87,1532979,29.49,13.37,22.72,15.21,9.1,48.83,594,446.51,35.59,27.66
270,ID-MU,2020,8,202.11,-3.11,1.55,7.09,63.76,1476908,34.86,21.07,17.26,10.01,8.27,50.26,870,194.4,38.77,45.38
271,ID-PA,2020,8,211.1,-4.51,0.74,10.22,62.73,1552031,28.73,23.93,20.78,12.27,11.77,59.88,522,266.29,36.18,31.62
272,ID-PB,2020,8,197.6,-8.27,1.24,6.15,66.66,1533904,32.61,20.57,19.46,16.54,11.31,67.61,201,335.62,41.6,45.88
273,ID-AC,2020,9,206.75,-4.92,2.78,9.52,72.34,1479850,26.89,15.64,19.44,10.87,7.74,67.39,965,74.05,49.75,53.17
274,ID-SU,2020,9,728.09,-4.95,2.42,8.08,62.61,2037251,35.23,11.87,15.59,19.71,14.88,50.63,944,81.65,38.87,34.68
275,ID-SB,2020,9,198.25,-3.83,1.22,11.31,69.64,1453061,21.2,16.03,15.36,19.46,12.28,42.62,570,361.29,37.34,34.06
276,ID-RI,2020,9,557.39,-2.15,1.64,6.05,66.14,1491583,26.09,17.51,20.12,19.8,5.11,55.05,508,141.28,40.07,45.77
277,ID-JA,2020,9,200.09,-1.94,0.81,11.06,66.37,1561594,24.83,13.18,15.82,18.56,5.95,39.52,448,453.42,46.82,51.27
278,ID-SS,2020,9,186.49,-6.53,1.73,9.31,69.86,1500626,38.05,20.11,22.24,18.55,8.8,62.29,790,156.74,21.11,18.97
279,ID-BE,2020,9,182.32,-2.73,1.22,6.42,66.39,1526742,21.75,21.14,23.81,12.78,10.19,40.51,530,73.38,46.52,49.98
280,ID-LA,2020,9,186.05,-4.21,1.06,11.37,71.55,1447068,20.59,21.06,16.67,14.48,13.06,30.18,952,82.89,42.87,42.59
281,ID-BB,2020,9,181.69,-3.39,1.73,7.47,70.89,1488295,29.66,11.01,19.31,12.1,13.17,69.61,125,159.05,38.72,43.15
282,ID-KR,2020,9,192.07,-6.05,0.71,7.39,68.17,1517545,28.85,14.79,15.01,18.9,5.14,66.97,296,145.69,31.27,41.12
283,ID-JK,2020,9,2702.46,-2.6,2.96,11.0,73.78,4432702,5.83,39.54,26.77,20.16,7.47,37.36,599,73.6,24.78,31.43
284,ID-JB,2020,9,1802.06,-7.09,1.44,7.83,62.93,1758190,8.69,39.67,24.36,24.98,6.63,52.79,410,58.02,22.55,31.84
285,ID-JT,2020,9,1316.99,-4.45,1.19,9.13,62.36,1689920,31.86,23.56,19.52,11.86,6.71,56.81,920,73.48,48.93,41.95
286,ID-YO,2020,9,198.53,-3.86,1.71,9.7,65.74,1461906,22.4,23.93,21.89,16.01,8.19,64.69,131,496.26,33.67,25.89
287,ID-JI,2020,9,1609.05,-5.18,1.67,7.22,70.21,1888489,5.68,34.91,22.88,20.51,3.51,53.21,381,198.28,44.09,48.28
288,ID-BT,2020,9,193.73,-7.12,2.08,9.87,62.0,1465820,37.32,15.19,17.03,16.2,11.28,47.91,763,312.19,42.3,45.51
289,ID-BA,2020,9,323.32,-7.43,2.99,9.67,62.98,2495802,39.83,21.93,18.67,15.73,13.76,54.02,646,234.7,40.0,30.17
290,ID-NB,2020,9,184.83,-4.65,1.51,8.02,74.02,1484818,21.89,15.19,24.14,12.38,8.64,52.1,920,432.72,40.33,43.8
291,ID-NT,2020,9,210.01,-4.06,2.14,8.13,72.73,1574757,29.67,19.88,16.86,11.05,14.64,30.71,650,407.58,42.0,49.14
292,ID-KB,2020,9,216.68,-3.95,1.56,7.47,69.13,1559309,29.88,12.07,24.46,12.44,10.85,68.02,113,321.49,38.61,46.43
293,ID-KT,2020,9,198.12,-3.37,0.66,6.6,65.75,1525474,33.76,21.4,23.85,14.32,5.91,51.74,131,171.41,34.44,26.48
294,ID-KS,2020,9,198.87,-6.47,0.55,7.25,67.63,1556458,29.7,10.88,16.86,10.53,12.27,67.54,776,214.17,39.58,31.75
295,ID-KI,2020,9,217.71,-4.58,2.77,6.34,64.87,1453086,32.11,13.95,17.25,13.55,11.64,65.19,306,340.82,27.73,21.15
296,ID-KU,2020,9,186.97,-2.79,2.81,10.06,62.99,1426089,26.62,19.86,24.13,12.46,5.17,46.0,174,157.5,24.19,24.02
297,ID-SA,2020,9,203.19,-4.68,2.56,10.04,67.25,1523245,25.96,23.51,23.69,10.12,11.33,50.54,223,427.41,45.19,44.09
298,ID-ST,2020,9,202.25,-3.54,2.59,8.93,72.37,1497073,26.1,13.09,24.27,12.9,11.51,59.17,459,355.18,33.8,29.74
299,ID-SN,2020,9,528.1,-4.91,1.77,11.69,60.69,1454668,39.67,23.01,17.05,12.13,12.06,43.05,531,59.88,21.8,16.67
300,ID-SG,2020,9,194.96,-2.87,2.47,6.68,63.54,1573428,33.21,17.18,22.55,18.39,14.8,44.16,561,331.33,27.05,33.3
301,ID-GO,2020,9,215.51,-7.51,1.11,9.97,61.88,1489946,37.33,12.53,23.36,11.87,6.28,65.56,723,108.77,46.26,38.96
302,ID-SR,2020,9,181.04,-5.53,1.26,6.08,68.81,1498384,21.63,23.43,15.04,11.86,7.37,55.22,819,169.02,20.34,25.91
303,ID-MA,2020,9,194.08,-4.61,2.6,9.41,65.37,1481974,37.95,15.32,24.72,19.44,11.59,60.35,552,78.82,46.29,37.04
304,ID-MU,2020,9,203.73,-6.46,1.23,7.04,62.5,1456802,25.85,13.06,16.28,17.71,13.78,39.21,138,447.81,39.4,35.18
305,ID-PA,2020,9,204.85,-2.74,0.97,10.51,68.94,1527378,31.63,23.06,19.9,11.83,6.7,60.79,464,118.94,20.6,24.49
306,ID-PB,2020,9,195.71,-6.62,1.78,8.59,66.53,1449316,36.32,21.82,17.66,15.27,7.81,39.24,971,160.52,30.52,40.02
307,ID-AC,2020,10,185.28,-4.33,1.09,6.21,68.8,1568893,27.64,13.44,22.73,11.86,6.37,56.27,721,247.95,31.57,41.07
308,ID-SU,2020,10,706.77,-6.98,1.95,7.65,73.1,1946199,29.98,21.63,21.16,13.1,12.95,39.93,956,183.78,23.05,24.84
309,ID-SB,2020,10,207.95,-5.02,2.92,8.21,70.65,1455319,38.4,11.55,24.27,12.56,14.61,37.5,388,55.35,36.11,38.66
310,ID-RI,2020,10,642.93,-3.41,1.53,7.33,60.12,1523809,35.56,12.23,16.52,10.51,13.25,55.67,513,170.13,36.63,43.6
311,ID-JA,2020,10,183.72,-5.03,1.38,11.14,63.93,1562722,36.55,12.82,23.36,19.31,10.18,30.6,728,215.2,21.23,24.56
312,ID-SS,2020,10,202.03,-3.28,0.91,7.39,72.78,1517653,20.18,21.01,15.69,15.75,11.94,66.22,665,81.24,30.28,28.07
313,ID-BE,2020,10,218.85,-3.17,0.86,10.11,66.49,1452545,28.58,15.46,16.22,16.66,11.57,35.13,930,451.77,30.14,27.03
314,ID-LA,2020,10,199.19,-7.57,2.88,9.3,66.83,1514265,23.71,10.64,18.53,15.99,14.24,66.79,486,94.38,26.71,21.24
315,ID-BB,2020,10,208.25,-8.09,1.23,10.4,60.04,1533516,29.79,10.07,22.4,16.84,8.86,36.14,619,254.84,39.13,29.6
316,ID-KR,2020,10,197.9,-3.02,0.56,11.66,67.63,1558627,22.9,12.92,24.47,16.73,10.08,52.53,925,332.2,35.3,25.62
317,ID-JK,2020,10,2517.75,-2.67,0.75,9.15,68.12,4546843,8.87,44.08,23.29,15.74,3.34,41.09,833,128.53,24.33,22.56
318,ID-JB,2020,10,1772.82,-2.04,1.12,9.34,71.76,1731570,12.12,41.13,26.24,23.23,6.44,52.34,540,249.52,45.5,39.74
319,ID-JT,2020,10,1219.33,-2.68,1.57,8.72,70.62,1714412,33.7,18.35,17.24,15.57,13.24,56.41,457,200.34,41.71,50.23
320,ID-YO,2020,10,216.34,-2.11,2.05,8.89,61.96,1532374,37.95,17.95,19.44,19.28,6.99,49.13,650,427.33,27.85,26.75
321,ID-JI,2020,10,1685.62,-3.86,1.03,11.01,71.2,1825796,9.17,35.05,26.58,21.15,4.99,31.9,808,226.31,21.38,30.88
322,ID-BT,2020,10,217.9,-2.97,2.87,10.28,67.22,1519374,31.74,23.32,22.1,14.09,12.41,41.15,756,160.67,43.42,39.02
323,ID-BA,2020,10,313.97,-3.95,1.1,10.91,64.28,2545783,25.39,11.23,18.51,11.48,13.5,40.21,895,203.83,43.37,49.43
324,ID-NB,2020,10,192.24,-6.41,0.87,6.37,67.91,1534037,38.94,19.06,22.66,11.27,5.36,32.77,297,163.04,43.28,40.47
325,ID-NT,2020,10,219.99,-5.62,2.14,6.82,74.86,1453159,31.6,12.29,17.47,18.32,14.72,69.08,553,77.32,20.32,19.97
326,ID-KB,2020,10,182.97,-3.43,1.7,7.75,63.48,1574691,22.14,23.26,21.43,12.35,13.71,42.5,286,152.01,22.09,21.28
327,ID-KT,2020,10,203.49,-3.65,2.43,10.58,71.21,1568769,22.1,10.89,18.65,12.88,13.6,45.74,736,60.82,24.78,24.22
328,ID-KS,2020,10,186.8,-8.2,2.18,7.73,60.24,1491717,20.69,23.49,17.71,19.92,8.51,34.69,875,407.19,44.46,46.83
329,ID-KI,2020,10,198.89,-5.02,1.54,7.1,73.4,1570808,33.9,11.36,19.08,14.23,10.43,45.94,785,223.64,39.93,42.88
330,ID-KU,2020,10,192.96,-6.14,0.51,10.49,73.96,1449002,27.01,15.79,23.18,16.32,12.22,62.8,719,126.6,38.88,30.22
331,ID-SA,2020,10,218.52,-1.08,2.53,6.44,70.43,1562272,28.22,15.26,17.89,19.72,7.32,67.98,194,362.65,40.6,40.38
332,ID-ST,2020,10,208.83,-8.12,1.27,11.3,67.93,1564090,37.94,18.57,21.56,18.38,7.79,53.14,721,371.1,20.54,11.34
333,ID-SN,2020,10,532.88,-6.57,0.79,6.43,67.7,1532411,23.22,16.94,19.39,17.8,7.57,63.88,711,144.4,20.89,25.98
334,ID-SG,2020,10,197.03,-4.68,0.72,11.77,65.75,1536140,27.84,10.65,17.84,15.58,7.15,69.55,387,67.23,36.72,43.95
335,ID-GO,2020,10,197.73,-6.45,1.23,6.45,74.77,1504058,30.92,11.95,20.41,11.81,7.45,56.44,451,115.08,26.84,20.95
336,ID-SR,2020,10,182.36,-4.09,2.41,8.97,69.27,1501870,20.9,22.77,17.09,16.94,14.13,30.41,320,98.43,29.45,31.38
337,ID-MA,2020,10,210.67,-4.52,2.46,6.75,60.07,1464426,28.58,17.01,23.62,14.34,5.59,67.59,347,497.44,26.76,19.69
338,ID-MU,2020,10,204.01,-8.25,2.05,6.7,69.04,1503844,22.76,20.29,20.55,18.8,10.74,66.15,623,428.01,28.38,30.82
339,ID-PA,2020,10,213.48,-4.88,1.46,11.83,73.56,1515295,32.58,16.32,16.13,16.13,5.36,65.84,632,377.1,47.59,52.83
340,ID-PB,2020,10,188.38,-3.64,0.91,7.44,63.18,1472522,33.58,24.73,19.65,10.37,11.12,60.18,424,62.66,21.94,22.81
341,ID-AC,2020,11,213.53,-2.63,0.62,9.7,65.4,1540603,35.82,17.44,19.87,17.28,13.88,51.87,900,276.98,23.68,30.76
342,ID-SU,2020,11,665.58,-4.02,1.03,8.98,60.02,1907881,34.06,13.19,21.17,14.27,10.63,69.83,462,247.7,35.04,40.5
343,ID-SB,2020,11,218.96,-3.63,2.64,9.83,66.47,1434842,34.02,21.21,24.18,10.08,7.18,33.07,837,446.64,39.44,34.59
344,ID-RI,2020,11,604.91,-3.57,2.63,6.42,74.46,1425949,35.04,20.4,17.1,16.7,8.02,51.67,768,451.35,28.8,22.48
345,ID-JA,2020,11,182.75,-5.2,2.78,11.99,66.62,1503099,24.37,24.38,22.99,13.9,5.98,50.87,302,134.11,30.77,34.35
346,ID-SS,2020,11,184.7,-4.53,1.99,10.18,71.32,1521704,27.32,13.92,22.26,17.6,10.93,60.27,537,73.29,42.79,36.47
347,ID-BE,2020,11,203.27,-5.05,2.51,10.05,60.11,1517157,24.84,18.6,18.13,18.06,10.75,33.19,863,279.03,28.73,33.03
348,ID-LA,2020,11,219.33,-5.54,1.41,10.27,72.4,1471796,23.66,18.86,21.3,11.58,6.56,46.12,696,200.21,37.53,41.76
349,ID-BB,2020,11,209.05,-2.01,1.75,6.62,60.74,1448128,27.64,21.88,16.36,16.83,5.4,48.28,444,318.45,22.29,15.96
350,ID-KR,2020,11,194.09,-2.3,0.56,10.58,64.31,1553293,35.9,17.65,16.49,17.56,12.95,30.73,447,326.51,35.13,36.29
351,ID-JK,2020,11,2663.36,-1.92,1.02,11.08,69.08,4395406,11.4,35.98,25.44,18.55,3.68,56.56,261,392.41,31.24,38.22
352,ID-JB,2020,11,1715.71,-3.98,2.41,7.43,71.6,1749190,10.72,35.41,25.95,18.19,6.01,34.87,265,476.69,34.14,29.08
353,ID-JT,2020,11,1228.39,-3.14,1.76,10.69,67.11,1681106,37.97,10.72,18.45,16.52,9.72,49.33,305,260.66,41.53,47.38
354,ID-YO,2020,11,201.26,-7.89,1.74,9.48,60.25,1447520,22.02,22.74,17.89,15.69,5.61,68.52,450,412.13,47.87,47.01
355,ID-JI,2020,11,1717.46,-7.69,0.77,7.27,62.69,1969384,5.31,33.47,27.6,17.46,6.15,42.06,977,401.77,39.2,33.22
356,ID-BT,2020,11,211.11,-4.91,2.93,8.51,74.59,1550574,33.7,18.15,18.61,10.61,12.1,67.39,739,452.23,26.86,26.85
357,ID-BA,2020,11,292.83,-4.27,1.3,6.13,70.65,2548866,39.06,11.04,22.33,14.01,7.6,65.73,677,413.83,40.02,33.49
358,ID-NB,2020,11,214.96,-4.1,2.5,11.61,61.01,1450589,26.33,10.45,21.0,10.79,9.82,66.98,829,249.03,29.41,36.35
359,ID-NT,2020,11,205.59,-7.14,2.65,8.4,62.11,1547132,38.34,11.14,19.52,14.93,11.11,48.59,388,411.4,39.35,30.09
360,ID-KB,2020,11,187.11,-3.71,2.46,7.33,73.21,1530100,32.83,17.27,19.64,17.27,11.3,46.78,152,377.31,34.79,32.39
361,ID-KT,2020,11,198.9,-5.92,2.47,11.16,68.36,1570240,34.62,12.39,23.46,15.93,13.63,35.57,935,88.51,41.19,41.91
