id_cluster,iso_code,tanggal_terdeteksi,tanggal_selesai,nama_cluster,jenis_cluster,nama_lokasi,alamat_lokasi,latitude,longitude,kasus_index,total_kasus_terkait,total_kontak_erat,total_suspect,kasus_anak,kasus_dewasa,kasus_lansia,kasus_laki,kasus_perempuan,kasus_tanpa_gejala,kasus_ringan,kasus_sedang,kasus_berat,kasus_kritis,kasus_meninggal,contact_tracing_completed,area_disinfection,temporary_closure,mass_testing,status_cluster,catatan
154,ID-BE,2020-12-05,2021-01-12,Cluster Pernikahan Bengkulu 15,Pernikahan,Lokasi Pernikahan Bengkulu,"Jl. Pernikahan No. 44, Bengkulu",-3.817629,96.862075,1,43,178,44,11,26,4,17,26,15,19,6,1,0,0,True,True,False,False,Selesai,Cluster Pernikahan terdeteksi di Bengkulu dengan 43 kasus terkait
155,ID-BE,2022-05-05,2022-05-21,Cluster Keluarga Bengkulu 16,Keluarga,Lokasi Keluarga Bengkulu,"Jl. Keluarga No. 25, Bengkulu",-3.721046,130.000699,1,27,129,23,8,18,3,15,12,6,11,5,1,0,0,True,True,False,False,Terkendali,Cluster Keluarga terdeteksi di Bengkulu dengan 27 kasus terkait
156,ID-BE,2022-09-06,2022-09-14,Cluster Universitas Bengkulu 17,Universitas,Lokasi Universitas Bengkulu,"Jl. Universitas No. 26, Bengkulu",-3.622084,121.149559,1,52,140,37,26,15,0,26,26,18,25,5,2,0,0,False,True,False,False,Terkendali,Cluster Universitas terdeteksi di Bengkulu dengan 52 kasus terkait
157,ID-LA,2020-08-12,2020-09-03,Cluster Keagamaan Lampung 1,Keagamaan,Lokasi Keagamaan Lampung,"Jl. Keagamaan No. 27, Lampung",-2.749767,127.899753,1,153,473,114,42,80,17,66,87,45,61,29,8,3,1,False,True,False,True,Selesai,Cluster Keagamaan terdeteksi di Lampung dengan 153 kasus terkait
158,ID-LA,2021-11-02,2021-11-23,Cluster Olahraga Lampung 2,Olahraga,Lokasi Olahraga Lampung,"Jl. Olahraga No. 93, Lampung",-10.789101,131.216648,1,67,208,49,7,44,7,33,34,26,39,9,4,1,0,True,True,False,True,Selesai,Cluster Olahraga terdeteksi di Lampung dengan 67 kasus terkait
159,ID-LA,2021-07-20,2021-08-03,Cluster Keluarga Lampung 3,Keluarga,Lokasi Keluarga Lampung,"Jl. Keluarga No. 33, Lampung",3.125261,128.841786,1,27,96,28,5,13,3,15,12,6,11,3,1,0,0,True,False,False,False,Selesai,Cluster Keluarga terdeteksi di Lampung dengan 27 kasus terkait
160,ID-LA,2020-11-07,2020-11-28,Cluster Keagamaan Lampung 4,Keagamaan,Lokasi Keagamaan Lampung,"Jl. Keagamaan No. 61, Lampung",-10.53419,110.845563,1,41,126,28,4,24,6,22,19,15,22,6,2,0,0,False,False,False,True,Terkendali,Cluster Keagamaan terdeteksi di Lampung dengan 41 kasus terkait
161,ID-LA,2021-02-28,2021-03-17,Cluster Perkantoran Lampung 5,Perkantoran,Lokasi Perkantoran Lampung,"Jl. Perkantoran No. 88, Lampung",-10.860678,137.398288,1,52,181,51,10,29,6,27,25,11,28,10,3,1,0,True,True,False,True,Selesai,Cluster Perkantoran terdeteksi di Lampung dengan 52 kasus terkait
162,ID-LA,2020-08-16,2020-08-29,Cluster Pernikahan Lampung 6,Pernikahan,Lokasi Pernikahan Lampung,"Jl. Pernikahan No. 30, Lampung",-0.502182,107.539419,1,163,743,187,38,89,29,93,70,40,70,31,4,3,3,False,True,False,True,Terkendali,Cluster Pernikahan terdeteksi di Lampung dengan 163 kasus terkait
163,ID-LA,2020-08-26,2020-09-07,Cluster Keagamaan Lampung 7,Keagamaan,Lokasi Keagamaan Lampung,"Jl. Keagamaan No. 72, Lampung",-1.254388,132.20011,1,87,295,63,25,49,13,36,51,28,47,13,4,2,1,False,False,False,False,Selesai,Cluster Keagamaan terdeteksi di Lampung dengan 87 kasus terkait
164,ID-LA,2021-06-01,2021-06-11,Cluster Keluarga Lampung 8,Keluarga,Lokasi Keluarga Lampung,"Jl. Keluarga No. 55, Lampung",0.366791,123.583662,1,22,82,20,3,14,3,10,12,4,9,3,1,0,0,True,True,False,True,Terkendali,Cluster Keluarga terdeteksi di Lampung dengan 22 kasus terkait
165,ID-LA,2021-05-15,2021-06-28,Cluster Pabrik Lampung 9,Pabrik,Lokasi Pabrik Lampung,"Jl. Pabrik No. 88, Lampung",4.102501,96.223105,1,47,109,31,5,24,8,19,28,17,20,6,3,0,0,True,True,False,True,Selesai,Cluster Pabrik terdeteksi di Lampung dengan 47 kasus terkait
166,ID-LA,2020-03-28,2020-04-19,Cluster Lainnya Lampung 10,Lainnya,Lokasi Lainnya Lampung,"Jl. Lainnya No. 82, Lampung",-8.532467,137.19931,1,13,29,5,3,9,2,5,8,4,5,2,0,0,0,True,False,False,True,Selesai,Cluster Lainnya terdeteksi di Lampung dengan 13 kasus terkait
167,ID-LA,2021-12-07,2022-01-25,Cluster Perkantoran Lampung 11,Perkantoran,Lokasi Perkantoran Lampung,"Jl. Perkantoran No. 31, Lampung",-3.563516,113.388324,1,11,22,3,1,5,1,6,5,3,5,1,0,0,0,False,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Lampung dengan 11 kasus terkait
168,ID-LA,2020-11-05,2020-12-07,Cluster Pernikahan Lampung 12,Pernikahan,Lokasi Pernikahan Lampung,"Jl. Pernikahan No. 31, Lampung",-7.535218,99.203857,1,125,266,36,31,77,15,54,71,49,65,12,4,1,2,True,True,False,True,Selesai,Cluster Pernikahan terdeteksi di Lampung dengan 125 kasus terkait
169,ID-LA,2021-03-12,2021-04-17,Cluster Transportasi Lampung 13,Transportasi,Lokasi Transportasi Lampung,"Jl. Transportasi No. 49, Lampung",-2.977034,140.675448,1,22,66,14,3,15,3,10,12,7,11,2,0,0,0,True,True,False,False,Terkendali,Cluster Transportasi terdeteksi di Lampung dengan 22 kasus terkait
170,ID-LA,2022-08-31,2022-09-30,Cluster Universitas Lampung 14,Universitas,Lokasi Universitas Lampung,"Jl. Universitas No. 55, Lampung",-8.334308,123.897492,1,34,77,11,15,10,2,15,19,12,16,3,0,0,0,True,True,False,True,Terkendali,Cluster Universitas terdeteksi di Lampung dengan 34 kasus terkait
171,ID-LA,2022-04-18,2022-06-08,Cluster Universitas Lampung 15,Universitas,Lokasi Universitas Lampung,"Jl. Universitas No. 72, Lampung",-8.514693,121.17774,1,13,64,7,4,5,0,6,7,3,7,2,0,0,0,False,True,False,True,Terkendali,Cluster Universitas terdeteksi di Lampung dengan 13 kasus terkait
172,ID-LA,2021-04-24,2021-06-14,Cluster Transportasi Lampung 16,Transportasi,Lokasi Transportasi Lampung,"Jl. Transportasi No. 5, Lampung",-9.34411,101.687022,1,6,22,4,1,3,1,3,3,1,3,1,0,0,0,False,False,False,True,Selesai,Cluster Transportasi terdeteksi di Lampung dengan 6 kasus terkait
173,ID-BB,2021-12-14,2021-12-25,Cluster Olahraga Kepulauan Bangka Belitung 1,Olahraga,Lokasi Olahraga Kepulauan Bangka Belitung,"Jl. Olahraga No. 35, Kepulauan Bangka Belitung",-8.203657,102.018547,1,93,201,43,22,61,15,40,53,23,53,10,5,2,1,False,True,False,True,Selesai,Cluster Olahraga terdeteksi di Kepulauan Bangka Belitung dengan 93 kasus terkait
174,ID-BB,2022-05-18,2022-06-28,Cluster Universitas Kepulauan Bangka Belitung 2,Universitas,Lokasi Universitas Kepulauan Bangka Belitung,"Jl. Universitas No. 73, Kepulauan Bangka Belitung",-3.165647,139.288777,1,17,55,7,7,6,0,9,8,4,9,1,0,0,0,False,True,False,True,Selesai,Cluster Universitas terdeteksi di Kepulauan Bangka Belitung dengan 17 kasus terkait
175,ID-BB,2021-02-04,2021-02-23,Cluster Pabrik Kepulauan Bangka Belitung 3,Pabrik,Lokasi Pabrik Kepulauan Bangka Belitung,"Jl. Pabrik No. 87, Kepulauan Bangka Belitung",2.997064,112.490632,1,78,309,31,22,52,14,32,46,30,44,13,3,0,1,False,True,False,False,Selesai,Cluster Pabrik terdeteksi di Kepulauan Bangka Belitung dengan 78 kasus terkait
176,ID-BB,2021-04-10,2021-04-23,Cluster Pabrik Kepulauan Bangka Belitung 4,Pabrik,Lokasi Pabrik Kepulauan Bangka Belitung,"Jl. Pabrik No. 94, Kepulauan Bangka Belitung",-10.402041,99.351255,1,34,130,23,3,20,4,18,16,12,19,6,1,0,0,False,True,False,False,Terkendali,Cluster Pabrik terdeteksi di Kepulauan Bangka Belitung dengan 34 kasus terkait
177,ID-BB,2022-05-07,2022-06-28,Cluster Universitas Kepulauan Bangka Belitung 5,Universitas,Lokasi Universitas Kepulauan Bangka Belitung,"Jl. Universitas No. 97, Kepulauan Bangka Belitung",5.159501,135.349006,1,99,356,88,67,27,7,40,59,20,41,19,2,1,1,True,True,False,True,Selesai,Cluster Universitas terdeteksi di Kepulauan Bangka Belitung dengan 99 kasus terkait
178,ID-BB,2021-06-06,2021-07-14,Cluster Perkantoran Kepulauan Bangka Belitung 6,Perkantoran,Lokasi Perkantoran Kepulauan Bangka Belitung,"Jl. Perkantoran No. 84, Kepulauan Bangka Belitung",-1.71232,137.664953,1,32,102,25,5,21,4,14,18,7,16,6,1,0,0,True,False,True,False,Terkendali,Cluster Perkantoran terdeteksi di Kepulauan Bangka Belitung dengan 32 kasus terkait
179,ID-BB,2022-08-06,2022-08-26,Cluster Sekolah Kepulauan Bangka Belitung 7,Sekolah,Lokasi Sekolah Kepulauan Bangka Belitung,"Jl. Sekolah No. 94, Kepulauan Bangka Belitung",-7.085936,105.436302,1,97,202,41,50,28,8,57,40,32,38,11,6,2,0,True,False,False,False,Selesai,Cluster Sekolah terdeteksi di Kepulauan Bangka Belitung dengan 97 kasus terkait
180,ID-BB,2020-04-08,2020-04-30,Cluster Perkantoran Kepulauan Bangka Belitung 8,Perkantoran,Lokasi Perkantoran Kepulauan Bangka Belitung,"Jl. Perkantoran No. 31, Kepulauan Bangka Belitung",-7.901895,136.437525,1,57,144,31,15,33,9,25,32,11,31,7,2,1,0,False,True,False,False,Selesai,Cluster Perkantoran terdeteksi di Kepulauan Bangka Belitung dengan 57 kasus terkait
181,ID-BB,2022-01-12,2022-03-08,Cluster Olahraga Kepulauan Bangka Belitung 9,Olahraga,Lokasi Olahraga Kepulauan Bangka Belitung,"Jl. Olahraga No. 43, Kepulauan Bangka Belitung",3.075811,101.427267,1,43,169,23,8,25,5,18,25,12,23,6,3,1,0,False,True,False,True,Selesai,Cluster Olahraga terdeteksi di Kepulauan Bangka Belitung dengan 43 kasus terkait
182,ID-KR,2022-04-26,2022-06-10,Cluster Sekolah Kepulauan Riau 1,Sekolah,Lokasi Sekolah Kepulauan Riau,"Jl. Sekolah No. 46, Kepulauan Riau",-7.973321,119.076755,1,77,375,77,31,32,2,35,42,26,41,7,3,1,0,True,False,True,True,Terkendali,Cluster Sekolah terdeteksi di Kepulauan Riau dengan 77 kasus terkait
183,ID-KR,2021-10-08,2021-11-04,Cluster Keluarga Kepulauan Riau 2,Keluarga,Lokasi Keluarga Kepulauan Riau,"Jl. Keluarga No. 19, Kepulauan Riau",3.662189,118.023835,1,17,43,8,3,11,2,9,8,5,9,2,0,0,0,False,False,False,False,Terkendali,Cluster Keluarga terdeteksi di Kepulauan Riau dengan 17 kasus terkait
184,ID-KR,2020-11-15,2020-12-19,Cluster Pabrik Kepulauan Riau 3,Pabrik,Lokasi Pabrik Kepulauan Riau,"Jl. Pabrik No. 22, Kepulauan Riau",5.006118,122.505418,1,35,106,31,5,22,4,14,21,11,16,4,1,0,0,True,True,False,True,Selesai,Cluster Pabrik terdeteksi di Kepulauan Riau dengan 35 kasus terkait
185,ID-KR,2021-05-07,2021-06-15,Cluster Perkantoran Kepulauan Riau 4,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 16, Kepulauan Riau",-6.749974,96.173919,1,79,327,72,13,45,12,40,39,21,38,13,1,1,0,False,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 79 kasus terkait
186,ID-KR,2021-02-02,2021-02-24,Cluster Perkantoran Kepulauan Riau 5,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 58, Kepulauan Riau",-0.595998,134.814291,1,54,157,32,7,27,7,30,24,19,27,10,3,0,1,True,True,True,True,Terkendali,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 54 kasus terkait
187,ID-KR,2020-12-24,2021-01-18,Cluster Pabrik Kepulauan Riau 6,Pabrik,Lokasi Pabrik Kepulauan Riau,"Jl. Pabrik No. 10, Kepulauan Riau",-3.896105,115.941921,1,18,64,10,3,11,3,8,10,5,10,3,1,0,0,True,False,False,False,Terkendali,Cluster Pabrik terdeteksi di Kepulauan Riau dengan 18 kasus terkait
188,ID-KR,2020-06-08,2020-07-20,Cluster Perkantoran Kepulauan Riau 7,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 83, Kepulauan Riau",-10.936352,132.249335,1,67,295,38,16,40,8,31,36,19,37,12,4,0,0,True,True,False,False,Selesai,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 67 kasus terkait
189,ID-KR,2021-08-16,2021-10-07,Cluster Keluarga Kepulauan Riau 8,Keluarga,Lokasi Keluarga Kepulauan Riau,"Jl. Keluarga No. 58, Kepulauan Riau",-6.5272,101.441174,1,12,51,5,1,8,1,6,6,4,6,1,0,0,0,False,False,False,True,Selesai,Cluster Keluarga terdeteksi di Kepulauan Riau dengan 12 kasus terkait
190,ID-KR,2020-07-23,2020-08-26,Cluster Perkantoran Kepulauan Riau 9,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 19, Kepulauan Riau",-10.000484,129.502458,1,85,275,58,21,55,15,50,35,32,38,13,3,1,1,False,True,False,False,Selesai,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 85 kasus terkait
191,ID-KR,2021-04-23,2021-05-08,Cluster Perkantoran Kepulauan Riau 10,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 51, Kepulauan Riau",-4.120645,131.061549,1,19,89,9,1,11,2,9,10,3,10,2,1,0,0,True,True,True,True,Selesai,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 19 kasus terkait
192,ID-KR,2020-10-13,2020-10-24,Cluster Keagamaan Kepulauan Riau 11,Keagamaan,Lokasi Keagamaan Kepulauan Riau,"Jl. Keagamaan No. 96, Kepulauan Riau",-10.39026,138.798608,1,106,372,109,23,53,13,50,56,26,55,11,2,2,0,True,True,False,True,Selesai,Cluster Keagamaan terdeteksi di Kepulauan Riau dengan 106 kasus terkait
193,ID-KR,2020-11-03,2020-12-10,Cluster Pabrik Kepulauan Riau 12,Pabrik,Lokasi Pabrik Kepulauan Riau,"Jl. Pabrik No. 24, Kepulauan Riau",-6.338312,114.648954,1,17,78,23,2,9,2,8,9,4,7,2,0,0,0,True,True,False,False,Selesai,Cluster Pabrik terdeteksi di Kepulauan Riau dengan 17 kasus terkait
194,ID-KR,2022-02-02,2022-03-24,Cluster Sekolah Kepulauan Riau 13,Sekolah,Lokasi Sekolah Kepulauan Riau,"Jl. Sekolah No. 42, Kepulauan Riau",0.746995,112.7448,1,17,47,4,11,6,1,8,9,6,8,2,0,0,0,True,True,False,False,Selesai,Cluster Sekolah terdeteksi di Kepulauan Riau dengan 17 kasus terkait
195,ID-KR,2020-05-13,2020-06-02,Cluster Lainnya Kepulauan Riau 14,Lainnya,Lokasi Lainnya Kepulauan Riau,"Jl. Lainnya No. 30, Kepulauan Riau",4.881563,108.833559,1,22,72,8,2,11,2,11,11,7,9,2,1,0,0,True,False,False,True,Selesai,Cluster Lainnya terdeteksi di Kepulauan Riau dengan 22 kasus terkait
196,ID-KR,2022-06-21,2022-08-16,Cluster Olahraga Kepulauan Riau 15,Olahraga,Lokasi Olahraga Kepulauan Riau,"Jl. Olahraga No. 27, Kepulauan Riau",-3.55416,104.979567,1,171,734,150,20,95,25,100,71,63,79,19,12,4,0,False,True,False,False,Selesai,Cluster Olahraga terdeteksi di Kepulauan Riau dengan 171 kasus terkait
197,ID-KR,2022-01-31,2022-03-05,Cluster Sekolah Kepulauan Riau 16,Sekolah,Lokasi Sekolah Kepulauan Riau,"Jl. Sekolah No. 33, Kepulauan Riau",0.695307,130.74012,1,99,434,80,44,43,7,47,52,28,40,19,7,1,1,True,True,True,False,Selesai,Cluster Sekolah terdeteksi di Kepulauan Riau dengan 99 kasus terkait
198,ID-KR,2022-05-19,2022-06-28,Cluster Perkantoran Kepulauan Riau 17,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 72, Kepulauan Riau",-2.84598,132.672491,1,37,109,27,10,21,6,15,22,9,18,4,1,0,0,False,False,False,False,Terkendali,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 37 kasus terkait
199,ID-KR,2022-06-26,2022-08-13,Cluster Universitas Kepulauan Riau 18,Universitas,Lokasi Universitas Kepulauan Riau,"Jl. Universitas No. 6, Kepulauan Riau",-5.316721,127.834878,1,96,290,72,32,32,3,43,53,26,49,10,2,2,1,True,True,False,False,Selesai,Cluster Universitas terdeteksi di Kepulauan Riau dengan 96 kasus terkait
200,ID-KR,2020-08-07,2020-08-31,Cluster Perkantoran Kepulauan Riau 19,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 22, Kepulauan Riau",1.317471,100.471872,1,60,147,31,13,38,8,34,26,16,24,10,3,1,0,False,False,False,False,Selesai,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 60 kasus terkait
201,ID-KR,2021-05-18,2021-07-06,Cluster Perkantoran Kepulauan Riau 20,Perkantoran,Lokasi Perkantoran Kepulauan Riau,"Jl. Perkantoran No. 36, Kepulauan Riau",-7.019725,112.877541,1,75,226,25,17,48,14,41,34,15,33,11,5,1,0,False,True,False,True,Selesai,Cluster Perkantoran terdeteksi di Kepulauan Riau dengan 75 kasus terkait
202,ID-JK,2021-11-14,2022-01-07,Cluster Universitas DKI Jakarta 1,Universitas,Lokasi Universitas DKI Jakarta,"Jl. Universitas No. 32, DKI Jakarta",5.736124,103.546328,1,32,87,13,16,11,1,15,17,7,15,5,0,0,0,False,False,False,False,Selesai,Cluster Universitas terdeteksi di DKI Jakarta dengan 32 kasus terkait
203,ID-JK,2020-05-09,2020-06-18,Cluster Pasar DKI Jakarta 2,Pasar,Lokasi Pasar DKI Jakarta,"Jl. Pasar No. 87, DKI Jakarta",-2.469439,106.828784,1,28,75,9,6,18,3,12,16,7,11,3,1,0,0,True,True,False,True,Selesai,Cluster Pasar terdeteksi di DKI Jakarta dengan 28 kasus terkait
204,ID-JK,2021-08-22,2021-09-24,Cluster Olahraga DKI Jakarta 3,Olahraga,Lokasi Olahraga DKI Jakarta,"Jl. Olahraga No. 54, DKI Jakarta",-6.596579,128.753235,1,25,116,13,4,12,3,11,14,7,14,3,1,0,0,True,False,False,True,Selesai,Cluster Olahraga terdeteksi di DKI Jakarta dengan 25 kasus terkait
205,ID-JK,2020-12-11,2021-01-12,Cluster Pabrik DKI Jakarta 4,Pabrik,Lokasi Pabrik DKI Jakarta,"Jl. Pabrik No. 14, DKI Jakarta",-3.389411,117.978297,1,58,164,26,9,29,6,34,24,15,26,11,4,1,1,True,True,False,True,Selesai,Cluster Pabrik terdeteksi di DKI Jakarta dengan 58 kasus terkait
206,ID-JK,2022-04-17,2022-05-17,Cluster Universitas DKI Jakarta 5,Universitas,Lokasi Universitas DKI Jakarta,"Jl. Universitas No. 58, DKI Jakarta",-10.745683,102.724238,1,69,194,42,42,29,5,33,36,26,41,9,3,1,0,True,True,False,False,Selesai,Cluster Universitas terdeteksi di DKI Jakarta dengan 69 kasus terkait
207,ID-JK,2021-11-15,2022-01-04,Cluster Keluarga DKI Jakarta 6,Keluarga,Lokasi Keluarga DKI Jakarta,"Jl. Keluarga No. 49, DKI Jakarta",-5.04217,128.906326,1,24,66,19,2,14,3,13,11,5,10,2,1,0,0,True,True,False,False,Selesai,Cluster Keluarga terdeteksi di DKI Jakarta dengan 24 kasus terkait
208,ID-JK,2020-05-23,2020-07-08,Cluster Rumah Sakit DKI Jakarta 7,Rumah Sakit,Lokasi Rumah Sakit DKI Jakarta,"Jl. Rumah Sakit No. 89, DKI Jakarta",-2.89603,138.690032,1,46,115,30,13,23,5,19,27,13,24,6,1,0,0,False,True,False,False,Selesai,Cluster Rumah Sakit terdeteksi di DKI Jakarta dengan 46 kasus terkait
209,ID-JK,2020-10-19,2020-10-30,Cluster Perkantoran DKI Jakarta 8,Perkantoran,Lokasi Perkantoran DKI Jakarta,"Jl. Perkantoran No. 80, DKI Jakarta",-4.182733,96.125072,1,95,230,49,14,52,11,39,56,23,50,15,4,1,1,False,True,False,True,Selesai,Cluster Perkantoran terdeteksi di DKI Jakarta dengan 95 kasus terkait
210,ID-JK,2021-03-30,2021-05-16,Cluster Keluarga DKI Jakarta 9,Keluarga,Lokasi Keluarga DKI Jakarta,"Jl. Keluarga No. 50, DKI Jakarta",5.264386,133.64041,1,9,19,3,2,5,1,4,5,2,5,1,0,0,0,True,False,False,True,Terkendali,Cluster Keluarga terdeteksi di DKI Jakarta dengan 9 kasus terkait
211,ID-JK,2021-06-05,2021-07-16,Cluster Keluarga DKI Jakarta 10,Keluarga,Lokasi Keluarga DKI Jakarta,"Jl. Keluarga No. 7, DKI Jakarta",5.611518,122.964567,1,3,12,1,0,2,0,1,2,1,1,0,0,0,0,True,False,False,True,Terkendali,Cluster Keluarga terdeteksi di DKI Jakarta dengan 3 kasus terkait
212,ID-JK,2020-07-05,2020-08-23,Cluster Keagamaan DKI Jakarta 11,Keagamaan,Lokasi Keagamaan DKI Jakarta,"Jl. Keagamaan No. 2, DKI Jakarta",-3.889346,124.473151,1,108,315,32,31,71,12,55,53,28,51,16,4,2,1,False,True,False,False,Selesai,Cluster Keagamaan terdeteksi di DKI Jakarta dengan 108 kasus terkait
213,ID-JK,2021-10-13,2021-11-06,Cluster Sekolah DKI Jakarta 12,Sekolah,Lokasi Sekolah DKI Jakarta,"Jl. Sekolah No. 95, DKI Jakarta",4.154347,130.834452,1,21,63,11,8,7,1,8,13,5,11,3,0,0,0,True,True,True,False,Selesai,Cluster Sekolah terdeteksi di DKI Jakarta dengan 21 kasus terkait
214,ID-JK,2021-08-14,2021-09-20,Cluster Perkantoran DKI Jakarta 13,Perkantoran,Lokasi Perkantoran DKI Jakarta,"Jl. Perkantoran No. 62, DKI Jakarta",0.365929,102.548795,1,26,121,22,2,16,2,11,15,6,15,4,1,0,0,True,False,True,False,Terkendali,Cluster Perkantoran terdeteksi di DKI Jakarta dengan 26 kasus terkait
215,ID-JK,2021-07-14,2021-08-15,Cluster Transportasi DKI Jakarta 14,Transportasi,Lokasi Transportasi DKI Jakarta,"Jl. Transportasi No. 26, DKI Jakarta",-2.519127,122.797906,1,17,55,8,4,8,3,6,11,5,7,3,0,0,0,False,False,False,False,Selesai,Cluster Transportasi terdeteksi di DKI Jakarta dengan 17 kasus terkait
216,ID-JK,2020-05-27,2020-07-03,Cluster Rumah Sakit DKI Jakarta 15,Rumah Sakit,Lokasi Rumah Sakit DKI Jakarta,"Jl. Rumah Sakit No. 79, DKI Jakarta",-4.218389,133.790004,1,50,211,37,12,31,6,27,23,16,25,6,1,0,0,False,True,False,True,Terkendali,Cluster Rumah Sakit terdeteksi di DKI Jakarta dengan 50 kasus terkait
217,ID-JK,2022-01-15,2022-02-18,Cluster Olahraga DKI Jakarta 16,Olahraga,Lokasi Olahraga DKI Jakarta,"Jl. Olahraga No. 3, DKI Jakarta",-6.503762,103.273021,1,176,495,84,21,91,18,73,103,38,80,26,10,4,3,False,True,False,True,Selesai,Cluster Olahraga terdeteksi di DKI Jakarta dengan 176 kasus terkait
218,ID-JK,2022-03-20,2022-04-03,Cluster Olahraga DKI Jakarta 17,Olahraga,Lokasi Olahraga DKI Jakarta,"Jl. Olahraga No. 98, DKI Jakarta",-6.789178,115.469538,1,181,884,175,51,94,28,107,74,57,79,33,7,3,1,False,False,False,False,Terkendali,Cluster Olahraga terdeteksi di DKI Jakarta dengan 181 kasus terkait
219,ID-JK,2020-12-28,2021-02-19,Cluster Keluarga DKI Jakarta 18,Keluarga,Lokasi Keluarga DKI Jakarta,"Jl. Keluarga No. 59, DKI Jakarta",-10.209437,121.430468,1,26,76,9,4,13,3,11,15,6,15,4,0,0,0,False,False,False,False,Selesai,Cluster Keluarga terdeteksi di DKI Jakarta dengan 26 kasus terkait
220,ID-JK,2020-05-17,2020-07-10,Cluster Keluarga DKI Jakarta 19,Keluarga,Lokasi Keluarga DKI Jakarta,"Jl. Keluarga No. 73, DKI Jakarta",-7.134267,108.973079,1,19,70,10,4,11,3,8,11,6,8,3,0,0,0,True,False,False,False,Selesai,Cluster Keluarga terdeteksi di DKI Jakarta dengan 19 kasus terkait
221,ID-JK,2020-05-04,2020-06-13,Cluster Pasar DKI Jakarta 20,Pasar,Lokasi Pasar DKI Jakarta,"Jl. Pasar No. 42, DKI Jakarta",0.654047,123.039638,1,13,28,5,1,8,2,5,8,3,5,1,0,0,0,True,True,False,True,Selesai,Cluster Pasar terdeteksi di DKI Jakarta dengan 13 kasus terkait
222,ID-JK,2021-10-27,2021-11-19,Cluster Universitas DKI Jakarta 21,Universitas,Lokasi Universitas DKI Jakarta,"Jl. Universitas No. 71, DKI Jakarta",3.58254,101.226468,1,33,122,21,17,10,3,17,16,9,16,5,1,0,0,True,False,False,False,Selesai,Cluster Universitas terdeteksi di DKI Jakarta dengan 33 kasus terkait
223,ID-JK,2021-01-27,2021-02-07,Cluster Transportasi DKI Jakarta 22,Transportasi,Lokasi Transportasi DKI Jakarta,"Jl. Transportasi No. 33, DKI Jakarta",0.612477,140.445561,1,25,106,30,7,15,3,13,12,8,12,3,1,0,0,False,False,False,True,Selesai,Cluster Transportasi terdeteksi di DKI Jakarta dengan 25 kasus terkait
224,ID-JK,2020-10-31,2020-11-27,Cluster Pabrik DKI Jakarta 23,Pabrik,Lokasi Pabrik DKI Jakarta,"Jl. Pabrik No. 53, DKI Jakarta",-2.875322,107.190772,1,81,234,46,19,52,15,39,42,17,37,14,4,2,0,False,True,False,False,Selesai,Cluster Pabrik terdeteksi di DKI Jakarta dengan 81 kasus terkait
225,ID-JK,2021-08-30,2021-10-06,Cluster Keluarga DKI Jakarta 24,Keluarga,Lokasi Keluarga DKI Jakarta,"Jl. Keluarga No. 60, DKI Jakarta",-0.62692,131.762192,1,27,115,31,8,15,3,12,15,9,13,3,1,0,0,True,False,False,True,Terkendali,Cluster Keluarga terdeteksi di DKI Jakarta dengan 27 kasus terkait
226,ID-JK,2020-04-20,2020-06-13,Cluster Lainnya DKI Jakarta 25,Lainnya,Lokasi Lainnya DKI Jakarta,"Jl. Lainnya No. 74, DKI Jakarta",0.263319,100.043583,1,30,87,16,6,16,4,16,14,8,16,4,1,0,0,True,False,False,False,Terkendali,Cluster Lainnya terdeteksi di DKI Jakarta dengan 30 kasus terkait
227,ID-JK,2021-10-11,2021-11-22,Cluster Sekolah DKI Jakarta 26,Sekolah,Lokasi Sekolah DKI Jakarta,"Jl. Sekolah No. 88, DKI Jakarta",-6.354618,115.373572,1,97,308,56,57,46,4,50,47,32,39,17,6,1,1,False,False,False,True,Selesai,Cluster Sekolah terdeteksi di DKI Jakarta dengan 97 kasus terkait
228,ID-JK,2022-09-11,2022-09-20,Cluster Universitas DKI Jakarta 27,Universitas,Lokasi Universitas DKI Jakarta,"Jl. Universitas No. 20, DKI Jakarta",-7.650286,117.628243,1,12,50,13,7,2,1,5,7,4,6,1,0,0,0,False,True,False,False,Selesai,Cluster Universitas terdeteksi di DKI Jakarta dengan 12 kasus terkait
