id_vaksinasi,iso_code,tanggal,vaksin_sinovac,vaksin_astrazeneca,vaksin_pfizer,vaksin_moderna,vaksin_novavax,vaksin_lainnya,dosis_1,dosis_2,dosis_booster,lansia_vaksin,dewasa_vaksin,remaja_vaksin,anak_vaksin,nakes_vaksin,guru_vaksin,petugas_publik_vaksin,puskesmas_vaksin,rumah_sakit_vaksin,sentra_vaksin,drive_thru_vaksin,kipi_ringan,kipi_sedang,kipi_berat
588,ID-KR,2021-06-28,4655,3206,1664,1279,0,0,7676,1468,0,2566,7777,800,0,595,973,568,4481,2743,1170,1107,148,36,6
589,ID-JK,2021-06-28,19392,14140,8718,3034,645,1506,40700,11373,0,7539,29513,4470,0,4374,3527,1176,26185,11673,7975,7081,1115,61,5
590,ID-JB,2021-06-28,28378,10906,9635,2823,450,1052,40705,13391,0,12288,36625,3102,0,3676,5149,1378,29643,13519,7302,6855,2126,343,39
591,ID-JT,2021-06-28,82489,59639,32004,17904,0,0,145557,30423,0,31864,130942,12442,0,22432,13020,7149,96871,53155,22095,25432,4140,1266,26
592,ID-YO,2021-06-28,3082,2167,775,830,209,489,5291,1149,0,1318,4923,635,0,650,499,391,3633,1935,933,490,156,23,2
593,ID-JI,2021-06-28,69003,53121,26029,12763,0,0,113988,39079,0,34194,97829,11391,0,14646,14469,8608,84258,44839,16365,18093,5704,1520,150
594,ID-BT,2021-06-28,2154,1322,546,324,261,609,4060,1392,0,847,3565,536,0,263,384,185,2980,1135,1016,520,246,29,2
595,ID-BA,2021-06-28,6151,2589,1542,796,326,761,8675,2911,0,2578,7838,816,0,1303,935,776,5858,2626,1511,1119,470,52,9
596,ID-NB,2021-06-28,4135,2446,1660,543,166,388,8168,2469,0,1673,6979,831,0,798,770,611,5353,1907,1310,680,345,37,6
597,ID-NT,2021-06-28,3861,2494,667,381,0,0,5740,1349,0,1317,4764,796,0,973,483,555,4104,2021,1013,781,222,19,7
598,ID-KB,2021-06-28,4148,2045,1278,391,0,0,6585,845,0,1719,4785,1063,0,580,740,255,4347,1851,1437,595,177,58,3
599,ID-KT,2021-06-28,2424,1248,619,622,224,524,4559,1382,0,1295,3859,626,0,395,405,327,2489,1255,795,465,107,50,4
600,ID-KS,2021-06-28,6905,4480,1882,1173,0,0,12298,2389,0,2728,9664,1444,0,1309,991,1037,8351,2903,1710,1906,720,18,2
601,ID-KI,2021-06-28,5213,2784,1971,1758,185,431,9243,2165,0,2434,8707,942,0,967,1216,335,6726,2981,1238,1383,228,53,10
602,ID-KU,2021-06-28,1896,1208,493,287,216,506,3709,1171,0,823,3136,334,0,413,292,323,2383,1269,648,308,179,43,2
603,ID-SA,2021-06-28,3761,2632,1211,832,190,443,6516,2600,0,1991,6608,720,0,924,530,587,5132,2385,1612,759,269,41,4
604,ID-ST,2021-06-28,5110,4230,1394,785,290,678,10690,1293,0,1925,7854,1861,0,1274,552,542,7204,2607,2336,658,201,63,4
605,ID-SN,2021-06-28,15046,8422,4365,5006,895,2090,27626,9439,0,7197,22480,3840,0,3530,3199,1628,18352,10397,5807,5316,1549,129,34
606,ID-SG,2021-06-28,2022,1364,787,651,0,0,4129,812,0,838,3518,681,0,596,323,214,2134,1276,778,301,68,20,3
607,ID-GO,2021-06-28,1815,969,641,347,0,0,2689,595,0,782,2792,458,0,359,180,258,1812,979,593,544,101,24,3
608,ID-SR,2021-06-28,7138,4917,2205,1692,0,0,13546,3751,0,3606,11615,940,0,1630,640,1068,8228,4206,2502,1031,520,58,12
609,ID-MA,2021-06-28,7013,4892,2534,1983,0,0,14420,1998,0,3841,11841,1187,0,2102,1385,752,8420,4861,1732,1842,179,98,3
610,ID-MU,2021-06-28,5249,3028,2020,1219,0,0,8461,1648,0,2374,8627,838,0,1274,608,688,6697,3051,2186,1174,417,69,1
611,ID-PA,2021-06-28,5860,2572,1724,1163,451,1054,10679,3800,0,3080,8784,1198,0,679,1107,859,6171,3543,1980,829,467,23,7
612,ID-PB,2021-06-28,4630,3219,1899,707,0,0,8493,2736,0,1670,7575,1445,0,1324,904,405,4886,3056,1171,1404,429,47,2
613,ID-AC,2021-07-05,9291,6197,2130,2343,0,0,17384,5319,0,3322,14229,1000,0,2330,1316,1118,11606,4769,3989,1231,981,89,5
614,ID-SU,2021-07-05,8717,6406,3623,2629,0,0,15071,6178,0,4008,13004,2454,0,1239,1583,521,11703,4391,3009,1447,752,59,13
615,ID-SB,2021-07-05,4011,1902,1439,599,110,257,6288,859,0,1659,5543,650,0,550,665,390,3560,1999,1549,974,281,34,4
616,ID-RI,2021-07-05,4715,2832,1498,1168,0,0,9034,3027,0,2109,7556,578,0,1304,322,778,5463,2310,2012,713,287,18,2
617,ID-JA,2021-07-05,6685,5473,1704,2007,0,0,12381,3069,0,3851,10626,1118,0,2374,1484,962,6597,3433,2189,1140,426,133,15
618,ID-SS,2021-07-05,8966,5617,3590,1591,0,0,14587,3745,0,4726,13474,1595,0,2159,1597,595,10193,4047,3684,1569,231,165,9
619,ID-BE,2021-07-05,2634,1863,1079,854,0,0,5013,1329,0,1561,4730,797,0,642,423,481,2668,1822,1053,886,294,40,5
620,ID-LA,2021-07-05,4945,3425,2225,757,0,0,9186,2802,0,2260,8056,1256,0,833,679,789,6526,2882,2130,1530,193,80,4
621,ID-BB,2021-07-05,1492,1172,656,175,0,0,2995,760,0,775,2321,412,0,522,215,216,1679,1026,431,316,143,8,2
622,ID-KR,2021-07-05,2955,2274,800,989,108,254,5433,1666,0,1349,4604,1101,0,870,562,154,3447,2206,1429,875,193,17,1
623,ID-JK,2021-07-05,23295,8508,6228,3281,0,0,32206,7904,0,8651,25031,4505,0,5257,2015,1891,21556,9455,6389,2132,674,373,5
624,ID-JB,2021-07-05,45368,35804,19290,12963,0,0,91699,33460,0,23799,79818,11425,0,8981,4434,8274,53031,31026,17152,12811,4070,402,57
625,ID-JT,2021-07-05,56324,41483,21918,13695,0,0,105172,22866,0,22401,97967,12029,0,11881,5833,8825,70892,27033,21555,10338,5498,1290,20
626,ID-YO,2021-07-05,6263,3149,1613,931,0,0,8727,2686,0,2887,8080,1456,0,781,1056,468,6161,2981,2092,1542,374,85,1
627,ID-JI,2021-07-05,76697,51250,19567,17091,0,0,144293,38305,0,38974,117418,14652,0,20208,8762,7801,67103,43999,19224,23040,2804,1270,142
628,ID-BT,2021-07-05,2714,1895,908,556,43,102,4527,1649,0,1313,3904,464,0,902,484,400,3540,1734,1138,449,296,36,5
629,ID-BA,2021-07-05,4151,2773,1244,1169,160,373,8718,1355,0,2232,6992,1413,0,669,949,427,5860,2143,1920,712,372,40,6
630,ID-NB,2021-07-05,4724,4181,2179,681,0,0,9907,2045,0,1794,8198,1198,0,1713,1134,629,4742,2729,1750,1388,505,35,3
631,ID-NT,2021-07-05,4467,3530,1593,1134,0,0,9493,1315,0,2124,7213,586,0,1095,850,588,4866,2185,1971,761,239,42,5
632,ID-KB,2021-07-05,3222,1532,1196,599,111,260,6071,1823,0,1367,5030,709,0,510,414,492,2831,2048,876,931,262,46,1
633,ID-KT,2021-07-05,8044,2982,1950,1377,15,35,11856,4171,0,2336,9920,1401,0,806,1170,401,7138,3272,1627,1936,447,125,5
634,ID-KS,2021-07-05,2116,1318,896,648,0,0,3910,555,0,908,3563,501,0,643,306,231,2288,1079,743,417,116,38,3
635,ID-KI,2021-07-05,4443,3016,1865,1231,0,0,8058,2559,0,2230,6614,663,0,1538,989,823,5937,2562,1406,671,464,94,1
636,ID-KU,2021-07-05,5987,3103,2078,923,158,369,11252,1592,0,3000,9242,1674,0,1639,1145,304,5061,2952,1304,888,445,75,3
637,ID-SA,2021-07-05,1936,1556,641,371,0,0,3681,1346,0,896,3039,608,0,671,205,211,2375,1099,878,514,72,4,1
638,ID-ST,2021-07-05,5029,2144,1257,651,30,71,8188,1884,0,2117,5747,958,0,1208,749,288,3788,2020,1049,1231,94,34,1
639,ID-SN,2021-07-05,9067,4921,2810,1721,1217,2840,16527,5497,0,4432,13628,1501,0,2193,1497,569,11089,6292,4289,2212,515,174,9
640,ID-SG,2021-07-05,5231,2904,1961,1518,0,0,8885,2598,0,2335,8319,1358,0,1107,1079,618,6340,2778,1799,791,320,24,6
641,ID-GO,2021-07-05,2020,900,671,461,0,0,3586,936,0,999,3012,577,0,334,170,221,2080,1059,705,559,195,30,3
642,ID-SR,2021-07-05,5628,3571,1345,1143,0,0,8733,1558,0,2516,8243,870,0,1259,1082,376,5974,2697,1657,1155,418,89,10
643,ID-MA,2021-07-05,3159,1451,1092,602,0,0,4741,950,0,1456,4515,700,0,772,268,295,3561,1803,907,432,106,10,0
644,ID-MU,2021-07-05,3456,1749,909,594,0,0,4846,1328,0,1606,4353,724,0,709,630,231,2883,1886,1175,401,279,30,5
645,ID-PA,2021-07-05,6805,3133,2515,1022,0,0,10926,2982,0,3287,9873,1372,0,1355,940,551,5957,3692,2297,1175,411,35,9
646,ID-PB,2021-07-05,3186,2842,1353,1157,0,0,7289,1198,0,1518,5509,1214,0,977,743,608,4395,1801,910,1139,141,24,6
647,ID-AC,2021-07-12,13173,4698,2639,2474,0,0,19670,5652,0,4796,14991,1204,0,1845,1458,1361,12571,5040,3705,1600,234,108,12
648,ID-SU,2021-07-12,14329,6038,5434,1782,12,29,19605,3596,0,4563,17433,1707,0,3278,2183,1315,13627,7348,2910,3054,1100,49,5
649,ID-SB,2021-07-12,3335,1849,877,956,244,570,6181,1915,0,1693,5786,986,0,1121,343,449,4275,1595,1231,729,183,45,5
650,ID-RI,2021-07-12,9739,6132,3007,1021,0,0,16971,3112,0,3184,12788,2566,0,2354,1468,565,9301,3997,3313,2948,318,71,4
651,ID-JA,2021-07-12,6778,4448,1787,1919,0,0,12607,4000,0,2338,10621,1724,0,1949,672,896,7753,3177,2530,1488,159,27,14
652,ID-SS,2021-07-12,5368,3359,1603,975,147,343,9122,1903,0,2859,7452,621,0,1700,1087,786,4778,3527,2276,1088,288,28,3
653,ID-BE,2021-07-12,3683,2858,948,1089,108,251,7979,1664,0,2111,5392,650,0,559,444,527,5186,2093,1127,1219,385,63,6
654,ID-LA,2021-07-12,8184,3881,1886,943,61,142,12429,4251,0,2876,10182,2135,0,1720,842,1110,6970,3117,2178,1777,753,65,7
655,ID-BB,2021-07-12,2277,1499,560,677,16,39,3802,947,0,816,3463,643,0,657,334,113,2054,1475,908,534,71,23,3
656,ID-KR,2021-07-12,1763,1236,629,414,11,25,3518,954,0,794,2538,216,0,497,400,253,2009,895,425,388,81,21,1
657,ID-JK,2021-07-12,5941,5426,1974,1495,0,0,11202,2374,0,3413,9291,1786,0,778,1031,458,7512,3750,2010,1373,403,48,1
658,ID-JB,2021-07-12,28531,17057,11887,9760,1170,2730,52645,12841,0,16521,52491,6682,0,5365,4312,3102,40165,14788,11275,7288,3075,518,37
659,ID-JT,2021-07-12,24208,11397,5790,3292,0,0,34233,9735,0,10077,32141,2460,0,4864,3425,1227,20129,9025,7396,4851,1419,423,7
660,ID-YO,2021-07-12,6384,4302,1888,890,0,0,9432,2017,0,3362,8211,1729,0,730,979,674,7560,3093,2464,1779,635,61,8
661,ID-JI,2021-07-12,104684,65377,23775,21626,0,0,180348,56608,0,40554,147264,17077,0,19626,12225,5596,95504,49268,22604,21112,4448,667,55
662,ID-BT,2021-07-12,2998,2385,1350,803,0,0,6172,1632,0,1817,5647,712,0,387,601,562,3263,1831,1498,874,83,39,4
663,ID-BA,2021-07-12,6522,3007,1397,712,359,839,9392,2991,0,1960,9248,1447,0,763,1221,978,7557,3593,1585,1520,513,78,8
664,ID-NB,2021-07-12,7572,3945,1561,833,0,0,12453,4069,0,3103,9468,1566,0,2037,1320,702,7832,3966,2741,1986,636,51,3
665,ID-NT,2021-07-12,5928,4547,1639,1225,0,0,11810,2857,0,2588,9017,1250,0,682,561,916,6027,2730,1966,1298,183,114,11
666,ID-KB,2021-07-12,3153,2413,825,868,90,212,5420,994,0,1808,5302,824,0,976,544,343,4391,1626,1305,674,360,53,6
667,ID-KT,2021-07-12,4499,2289,1486,1331,411,958,8250,2832,0,2513,7282,937,0,597,1020,642,4778,2506,2078,1307,354,43,4
668,ID-KS,2021-07-12,2511,1354,796,496,0,0,4271,703,0,1103,3778,735,0,619,256,291,2458,1159,652,573,56,26,1
669,ID-KI,2021-07-12,1519,1179,416,242,126,294,3385,646,0,853,2733,342,0,393,146,189,1944,1053,461,390,118,20,2
670,ID-KU,2021-07-12,5798,3414,2006,2021,97,227,11537,2564,0,2815,9002,1523,0,764,691,445,7676,3508,2382,1661,329,105,8
671,ID-SA,2021-07-12,7663,4786,2191,776,0,0,11448,3760,0,3691,10039,2283,0,838,737,822,6457,3595,2821,804,256,141,5
672,ID-ST,2021-07-12,2841,1490,727,541,307,718,4679,918,0,1185,4003,707,0,597,228,432,3291,1928,1157,842,99,22,3
673,ID-SN,2021-07-12,18996,11169,7064,4439,0,0,36386,8014,0,8546,25606,2415,0,3212,2757,3321,23228,11832,6760,5913,1461,396,24
674,ID-SG,2021-07-12,5278,3752,1298,1533,0,0,9241,2653,0,2301,8771,1045,0,963,1096,301,5551,2682,1558,1375,171,77,8
675,ID-GO,2021-07-12,4592,3764,1648,960,57,133,9362,1966,0,2448,7280,636,0,645,867,264,6318,2830,1975,1458,203,42,5
676,ID-SR,2021-07-12,4894,3487,1450,1004,203,473,8186,2269,0,1783,7933,1325,0,922,454,596,5941,2508,1488,1008,287,101,9
677,ID-MA,2021-07-12,6077,3411,1779,653,0,0,10225,1816,0,1805,8565,966,0,1100,661,779,5578,3447,1872,1528,266,46,3
678,ID-MU,2021-07-12,6943,2546,1399,1679,0,0,9725,3264,0,2985,9016,1701,0,859,745,779,5163,3011,1676,1392,240,18,9
679,ID-PA,2021-07-12,4797,2635,1304,881,445,1040,9911,2882,0,2140,8129,1325,0,1081,644,730,5803,2653,1225,751,425,21,4
680,ID-PB,2021-07-12,7343,5739,2249,1491,0,0,13081,1883,0,3802,12564,866,0,1639,1112,736,9120,5032,1897,2312,284,106,15
681,ID-AC,2021-07-19,7733,2814,2501,1313,0,0,12908,2609,0,2532,8970,1884,0,827,1165,1079,5897,3631,1764,1809,418,43,5
682,ID-SU,2021-07-19,24013,17639,5274,5304,0,0,46732,11862,0,9759,33412,5296,0,4229,2018,2791,28738,13075,9812,4502,2094,498,7
683,ID-SB,2021-07-19,5397,2900,1519,1279,4,9,8528,1434,0,1884,8131,679,0,1604,453,697,5437,3076,1793,1373,545,79,7
684,ID-RI,2021-07-19,10663,7357,4535,3232,0,0,19303,4092,0,5522,18343,2551,0,1368,2339,1374,12272,5595,2766,2513,994,177,3
685,ID-JA,2021-07-19,6861,3650,1641,712,89,207,10078,2988,0,2017,9098,1701,0,960,1057,660,5645,3453,1618,1773,595,14,11
686,ID-SS,2021-07-19,19862,12398,5395,4328,0,0,32716,8179,0,7500,30889,5636,0,3548,1765,1479,24491,12408,5296,3893,1806,121,24
687,ID-BE,2021-07-19,3032,2352,893,884,53,124,5948,756,0,1604,5235,954,0,858,343,409,3151,1802,1102,852,330,55,6
688,ID-LA,2021-07-19,12696,8303,3963,1714,0,0,23404,6352,0,4163,19979,2172,0,2877,1048,1300,12133,6534,3034,2339,305,48,20
689,ID-BB,2021-07-19,5593,2811,1274,781,0,0,9213,2785,0,2247,7204,693,0,769,729,273,6224,3122,1735,1045,268,87,9
690,ID-KR,2021-07-19,5846,2972,1484,538,0,0,8841,3087,0,1807,6700,1426,0,558,499,794,4371,2917,1502,1012,158,99,6
691,ID-JK,2021-07-19,20719,12084,6988,3803,0,0,33883,4457,0,6903,28088,3804,0,5653,2189,3271,19488,11129,8407,5012,1553,76,24
692,ID-JB,2021-07-19,28348,16227,9997,7743,0,0,51615,8661,0,11274,45487,6784,0,8300,5315,1376,27400,17280,6336,8320,1630,164,26
693,ID-JT,2021-07-19,90330,59919,24371,14385,0,0,135120,19639,0,41373,125761,27829,0,22084,11254,4823,76094,50035,36216,15103,2544,342,161
694,ID-YO,2021-07-19,6637,3825,2696,1553,61,144,10741,3323,0,3613,10273,1898,0,1446,993,311,8272,4117,2132,1563,324,33,8
695,ID-JI,2021-07-19,68583,30326,21017,16805,0,0,110149,28438,0,28139,92704,15522,0,8454,9166,8330,72216,38032,14666,7255,5758,664,58
696,ID-BT,2021-07-19,6745,4979,1343,1436,0,0,10519,4186,0,2367,10618,1833,0,1245,1297,839,7475,4105,1721,746,712,86,1
697,ID-BA,2021-07-19,8299,3920,1631,820,0,0,11621,2451,0,2661,10908,1409,0,1403,1165,883,6272,3369,2350,1883,203,103,12
698,ID-NB,2021-07-19,4385,3093,1531,1384,0,0,8180,1407,0,1705,7705,867,0,1130,638,713,5989,3027,1314,1279,214,22,8
699,ID-NT,2021-07-19,3284,2127,1313,586,0,0,6256,915,0,1714,4541,982,0,633,644,457,2950,1998,777,657,343,66,3
700,ID-KB,2021-07-19,7086,3490,1636,1941,76,177,11439,1952,0,2395,9854,1193,0,1759,1226,292,6019,3630,2802,1897,249,103,10
701,ID-KT,2021-07-19,2513,1670,817,843,12,28,5206,1523,0,1102,3955,328,0,500,408,364,3470,1230,926,867,202,50,5
702,ID-KS,2021-07-19,2427,936,511,250,55,130,3775,1072,0,744,3114,557,0,238,301,137,1752,892,616,350,45,41,1
703,ID-KI,2021-07-19,6816,2479,1715,1466,0,0,10134,2064,0,2236,9002,799,0,1331,783,693,6420,3574,1761,787,253,119,9
704,ID-KU,2021-07-19,4351,3119,1427,807,0,0,7066,1890,0,2236,7002,565,0,1360,783,235,4381,1984,1311,1030,334,29,2
705,ID-SA,2021-07-19,3959,3397,1537,1058,0,0,7837,2038,0,2369,6331,1364,0,648,667,441,4523,2533,1033,924,176,59,9
706,ID-ST,2021-07-19,8648,5776,2248,1566,0,0,16296,2983,0,3151,13462,2366,0,2062,1632,808,7798,3734,2432,1724,506,63,2
707,ID-SN,2021-07-19,11508,5940,2996,1970,0,0,16613,3060,0,5210,15445,2332,0,1867,1873,592,11177,6051,3879,2613,762,201,4
708,ID-SG,2021-07-19,1680,1423,776,237,0,0,3693,427,0,752,2651,593,0,486,139,255,1784,832,706,358,79,34,3
709,ID-GO,2021-07-19,4742,2679,1139,663,648,1512,8275,2134,0,2064,8185,1213,0,1561,388,335,5504,3201,2184,659,164,33,8
710,ID-SR,2021-07-19,2991,2044,859,616,0,0,4895,1476,0,1378,3937,509,0,947,419,429,3520,1851,952,684,307,48,4
711,ID-MA,2021-07-19,2998,1819,1294,418,259,604,5189,1319,0,1816,5125,1086,0,941,228,453,3813,1480,996,1062,333,35,4
712,ID-MU,2021-07-19,6284,2423,1756,1282,0,0,10358,3418,0,2925,7640,1310,0,1634,1141,488,6483,2635,1613,1253,186,49,1
713,ID-PA,2021-07-19,2199,1164,585,424,0,0,3408,811,0,1055,3163,244,0,457,350,212,1787,1178,542,428,90,31,3
714,ID-PB,2021-07-19,7707,4546,1865,1564,0,0,13998,2744,0,2705,9415,1553,0,1375,1401,461,7301,3478,2560,2083,202,45,6
715,ID-AC,2021-07-26,5856,2391,1117,1047,0,0,7670,1168,0,1756,7725,1251,0,676,887,400,5946,2154,1808,553,120,94,4
716,ID-SU,2021-07-26,26203,11183,9810,5788,786,1835,49083,11237,0,9691,34626,7800,0,3271,3196,1845,23755,16278,7126,6552,2686,517,28
717,ID-SB,2021-07-26,7220,3751,2388,1146,0,0,12640,3947,0,2302,9994,1586,0,1339,605,330,8567,3249,2423,2005,607,130,3
718,ID-RI,2021-07-26,7501,3207,2175,1433,169,395,10490,3261,0,2233,9921,879,0,1256,615,934,7591,3245,2130,2168,207,121,11
719,ID-JA,2021-07-26,2376,1929,901,516,0,0,5046,1399,0,1251,3918,534,0,728,373,187,2713,1459,618,622,128,44,4
720,ID-SS,2021-07-26,12467,5045,3587,1255,210,489,16369,6881,0,4241,14649,2386,0,3016,1666,759,11745,5476,4478,2325,767,209,18
721,ID-BE,2021-07-26,3739,1655,665,376,0,0,5165,859,0,1450,4017,356,0,676,470,335,3378,1826,790,748,104,21,2
722,ID-LA,2021-07-26,10752,5715,2669,2947,452,1056,18991,2876,0,4533,17529,2028,0,2600,1031,486,10033,6198,2389,1264,432,34,22
723,ID-BB,2021-07-26,5037,2567,1948,1132,199,466,9875,1423,0,2696,7224,1382,0,614,957,315,4752,2650,1188,855,202,81,9
724,ID-KR,2021-07-26,3984,1755,1304,682,0,0,5957,2167,0,1232,5257,488,0,441,244,229,4014,1866,1454,916,306,40,3
725,ID-JK,2021-07-26,21601,8752,6603,3892,0,0,29568,10499,0,7204,29668,5072,0,5396,1416,1765,17664,10487,7358,2871,602,219,22
726,ID-JB,2021-07-26,60576,32419,21808,15888,0,0,115201,25105,0,29446,95879,11542,0,15688,12427,3273,65662,31283,17795,10497,2806,1028,43
727,ID-JT,2021-07-26,63693,37352,25828,15458,0,0,116844,19600,0,24548,94297,7238,0,16328,8025,6720,60618,30870,16150,19671,2092,520,33
728,ID-YO,2021-07-26,2698,1273,1023,472,39,91,4650,1338,0,988,3485,659,0,755,417,432,2836,1395,1111,811,194,42,5
729,ID-JI,2021-07-26,28495,16678,11579,3718,939,2193,52164,15044,0,11217,40079,5335,0,4702,2504,4957,38025,18745,12555,4367,1566,96,36
730,ID-BT,2021-07-26,2576,1370,1034,745,0,0,4283,662,0,1336,4163,589,0,518,321,361,2713,1412,989,810,186,19,2
731,ID-BA,2021-07-26,4367,3199,1517,648,0,0,8314,2727,0,2078,7220,837,0,720,544,470,5560,2328,1879,1065,293,94,1
732,ID-NB,2021-07-26,2509,1187,739,478,177,413,4441,1549,0,1140,4065,790,0,779,283,138,2577,1519,878,452,261,34,2
733,ID-NT,2021-07-26,5729,4867,1627,1251,0,0,12074,1715,0,2516,9534,2003,0,1031,767,1023,6160,4039,2632,1550,449,43,12
734,ID-KB,2021-07-26,8050,3718,1881,1156,0,0,12490,1645,0,3059,9371,1880,0,1074,1440,900,5975,3751,2496,920,704,124,13
735,ID-KT,2021-07-26,1995,1287,728,278,125,291,4171,734,0,779,3079,691,0,366,436,216,2734,1316,592,632,169,33,0
736,ID-KS,2021-07-26,4739,2086,1477,1179,0,0,6684,1951,0,2177,6933,1251,0,685,579,447,4887,2275,1255,652,272,18,8
737,ID-KI,2021-07-26,4399,3790,1827,1413,0,0,9860,3274,0,1786,8447,991,0,1313,869,259,4629,2459,2121,775,172,43,4
738,ID-KU,2021-07-26,6450,2452,1123,877,14,33,9784,2611,0,1777,8078,1383,0,1126,809,276,6555,3184,1312,764,382,45,2
739,ID-SA,2021-07-26,5355,4235,1970,844,0,0,10484,3363,0,2833,8082,1512,0,1818,677,912,6597,2745,1531,829,441,98,6
740,ID-ST,2021-07-26,4989,3467,1831,571,159,373,8802,2218,0,2498,8362,1516,0,1460,521,382,5528,2856,2246,1104,155,16,11
741,ID-SN,2021-07-26,4654,3419,1902,660,1,3,8524,1401,0,2504,6992,636,0,1054,435,276,5628,3141,2107,768,516,75,7
742,ID-SG,2021-07-26,2170,1931,865,696,0,0,4455,1367,0,997,4127,724,0,554,298,369,2413,1251,1115,405,213,13,5
743,ID-GO,2021-07-26,7040,4588,2462,1111,0,0,13672,2572,0,3785,11077,1620,0,1850,1163,929,8695,3311,2976,1375,381,127,9
744,ID-SR,2021-07-26,6596,4940,2834,1107,0,0,13610,3994,0,3062,11140,877,0,1776,1040,561,8307,3856,1709,1139,455,59,13
745,ID-MA,2021-07-26,7982,4760,1906,739,0,0,12801,2214,0,2901,10158,857,0,1976,1176,519,8703,3806,2100,866,603,124,2
746,ID-MU,2021-07-26,3504,2454,1321,791,0,0,6243,1497,0,1791,4929,860,0,1144,435,368,3255,2367,880,985,271,23,3
747,ID-PA,2021-07-26,4510,2266,1412,478,269,629,6957,1441,0,1850,5966,492,0,1073,723,246,5220,1998,1250,1378,314,74,4
748,ID-PB,2021-07-26,6902,4399,2365,1300,0,0,12171,3062,0,2567,9349,1482,0,1472,532,839,8292,3190,2472,1758,166,144,10
749,ID-AC,2021-08-02,12306,7162,3749,2069,0,0,11837,17376,2378,5524,18585,3029,0,2045,962,644,14008,5888,3004,3676,932,204,17
750,ID-SU,2021-08-02,11006,5416,2903,1474,1530,3571,12132,16963,1259,4864,19399,2753,0,2476,2448,1263,14043,5183,3680,2748,668,97,18
751,ID-SB,2021-08-02,3948,2585,1309,1170,0,0,4298,4666,735,1699,5877,1072,0,481,811,198,4337,2120,1531,874,103,68,8
752,ID-RI,2021-08-02,10236,7679,2819,1193,0,0,9362,13814,301,4815,13888,1547,0,2619,1568,1384,9556,5152,2546,1449,581,62,8
753,ID-JA,2021-08-02,8473,4793,2845,1664,0,0,7321,10913,596,3365,13124,1624,0,1661,904,707,8040,5156,3418,2213,396,58,2
754,ID-SS,2021-08-02,19168,10241,7074,3996,0,0,18239,22202,2856,9543,25961,3849,0,2940,3710,2939,18327,10224,6784,4684,1313,93,5
755,ID-BE,2021-08-02,3358,2227,1024,995,0,0,3784,4819,405,1726,5158,1032,0,585,360,199,3053,2200,1194,478,286,15,4
756,ID-LA,2021-08-02,4368,3565,1425,650,0,0,4264,6573,370,1974,6883,1360,0,626,471,225,4559,2434,1305,1430,159,65,6
757,ID-BB,2021-08-02,5514,4473,1745,819,97,226,4158,8327,594,3036,9394,1324,0,1409,557,707,6767,3655,2528,1358,350,106,11
758,ID-KR,2021-08-02,6073,2601,1403,823,0,0,3835,6163,422,1727,6904,1135,0,949,1002,411,4760,3083,1261,1276,168,95,3
759,ID-JK,2021-08-02,13592,8757,5155,1614,603,1408,10783,18371,1803,6239,21914,4050,0,2790,2724,2175,12655,8689,6190,3583,1196,282,19
760,ID-JB,2021-08-02,56095,39918,11745,13291,0,0,38485,76567,5898,28921,73798,9242,0,18079,6191,8532,49834,26974,21715,16156,5797,299,100
761,ID-JT,2021-08-02,56446,34428,14619,15490,835,1949,55196,80545,9391,21027,76738,18491,0,13906,5738,3487,52835,29720,24648,8855,5583,379,36
762,ID-YO,2021-08-02,2983,1290,1022,707,12,28,2329,3572,563,912,4401,387,0,591,439,393,2798,1751,638,470,149,9,5
763,ID-JI,2021-08-02,30199,21412,11977,8907,0,0,24222,36668,1963,17528,52113,3963,0,7540,4501,5567,40590,20367,13028,10274,772,368,17
764,ID-BT,2021-08-02,2774,1282,933,277,0,0,2437,3393,482,926,3857,506,0,672,195,395,2782,1417,695,400,74,42,3
765,ID-BA,2021-08-02,7809,2802,1814,1390,0,0,5627,9450,212,3008,9592,1159,0,1895,476,405,7180,3871,2189,1641,351,108,4
766,ID-NB,2021-08-02,3036,2106,1179,596,0,0,2942,4082,532,1090,4343,435,0,405,230,358,4103,1412,1173,1025,222,57,5
767,ID-NT,2021-08-02,2099,1422,386,487,0,0,2076,2622,304,1009,3251,482,0,374,312,251,1978,1034,702,542,201,8,0
768,ID-KB,2021-08-02,2966,1986,892,382,0,0,2562,3339,13,1467,3875,381,0,420,482,380,2814,1792,860,907,288,47,0
769,ID-KT,2021-08-02,4160,3744,1226,893,0,0,4820,5048,503,2023,6778,1082,0,832,490,212,4342,2866,1617,879,303,41,6
770,ID-KS,2021-08-02,5911,4540,2020,1517,0,0,6724,8105,887,2390,10381,1535,0,1142,647,435,8172,3460,2510,923,340,33,6
771,ID-KI,2021-08-02,6403,2953,2466,863,283,660,5871,8375,1264,2250,8761,778,0,1940,1320,901,6046,2932,1795,1713,518,62,6
772,ID-KU,2021-08-02,4656,1975,1205,1135,0,0,3988,5676,855,1383,5889,749,0,681,592,527,4577,1881,1080,544,324,70,1
773,ID-SA,2021-08-02,3178,2321,1068,412,0,0,3236,3606,593,1112,5055,894,0,608,354,417,4024,1892,1073,955,221,40,6
774,ID-ST,2021-08-02,2641,2319,729,543,102,240,2703,3364,203,1187,4076,878,0,329,562,201,3850,1916,984,748,192,55,3
